ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_disease_molecular_heterogeneity_score,feat_enrichment_relevance_score,feat_enrollment_log,feat_heritability_proxy_score,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_ot_genetic_evidence_score,feat_ot_gwas_signal,feat_ot_monogenic_signal,feat_ot_n_genetic_targets,feat_ot_somatic_signal,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_biomarker_stratified_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_mechanism_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_heritability_level,feat_genetic_basis_encoded,feat_ot_genetic_basis,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
BMY,2025-03-01,BMS-986165,NCT03920267,0,7,0.0642,0.084,108,0.0,4.1576,68.0,1.4923,21.0,3.0,0.55,0.2624999999999999,5.568344503761097,0.35,0.2,5.103854670626923,109,34,0.882986,0.882986,0.759913,16,0.0,2.0,4.4221,0.0,0,1340.0,15.0,3.0,2.37,1.0,0.0,0,0,0,0.0,1,0,1,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
AZN,2025-03-01,Tezepelumab,NCT04039113,0,5,0.0556,0.0177,86,0.0,5.3405,69.0,1.3047,-476.0,4.0,0.55,0.3625,5.823045895483019,0.35,0.2,5.509413030177646,90,59,0.942152,0.93736,0.942152,14,0.0,2.0,4.6377,1.0,1,1075.0,18.0,5.0,1.58,0.0,0.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,1.0,0,0.0,0.0,5.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,val
TNYA,2025-03-01,TN-201,NCT05836259,0,1,0.5,0.463,1,0.0,0.7071,1.0,1.1547,-1.0,-1.0,0.1,0.475,3.4339872044851463,0.85,0.7,2.084933574936716,2,2,0.989225,0.595192,0.989225,25,0.0,1.5,0.4394,0.0,0,109.5,71.0,-1.0,8.68,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1.0,1,0.0,0.0,7.0,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
LXRX,2025-03-03,pilavapadin (LX9211),NCT06203002,1,1,0.0909,0.1888,11,0.4444444444444444,0.0,40.0,5.2145,-47.0,4.0,0.4,0.15,6.208590026096629,0.1,0.2,2.788380515319563,11,5,0.4,0.0,0.0,0,0.0,2.0,3.7167,0.5,0,109.5,835.0,5.0,10.31,1.0,0.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,val
TERN,2025-03-04,TERN-601,NCT06854952,0,1,0.25,0.0645,3,0.0,0.7071,4.0,1.8371,169.0,3.0,0.55,0.1124999999999999,5.123963979403259,0.35,0.4,3.660988731871828,4,4,0.906661,0.883023,0.906661,10,0.0,2.0,0.6438,0.0,0,109.5,573.0,3.0,7.41,0.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
OSTX,2025-03-06,OST-HER2,,0,2,1.0,0.0367,2,0.0,0.0,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,1.0,1.714329759745233,3,1,0.4,0.0,0.0,0,0.0,2.0,0.2773,0.0,0,224.0,224.0,3.0,16.25,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
AMGN,2025-03-07,Rocatinlimab,NCT05704738,0,2,0.0444,0.0436,43,0.0,2.582,72.0,2.1305,-7.0,5.0,0.55,0.3625,6.278521424165844,0.35,0.2,5.320654051367603,45,26,0.902151,0.902151,0.607931,1,0.0,3.0,4.3183,2.0,0,162.0,100.0,6.0,2.03,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
PTGX,2025-03-10,icotrokinra,NCT06807424,1,1,0.1667,0.1131,6,0.4,1.7889,60.0,2.1429,703.0,5.0,0.55,0.1124999999999999,6.621405651764134,0.35,0.4,3.707093041721556,6,4,0.926745,0.926745,0.877616,3,0.0,3.0,1.2438,1.5,0,109.5,733.0,6.0,5.34,0.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,1,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,10.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,val
TRVI,2025-03-10,NAL ER,NCT05962151,1,2,0.3333,0.1275,6,0.3333333333333333,1.2649,8.0,2.2717,-62.0,2.0,0.4,0.5,4.204692619390966,0.1,0.4,3.184265443062108,6,4,0.4,0.0,0.0,0,0.0,2.0,1.2438,1.0,2,1017.0,-1.0,3.0,6.6,0.0,1.0,1,0,0,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,val
TRVI,2025-03-10,Haduvio,,1,1,0.3333,0.1275,4,0.5,0.0,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.4,3.184265443062108,6,4,0.4,0.0,0.0,0,0.0,2.0,1.2438,0.0,0,109.5,984.0,3.0,8.8,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
TRVI,2025-03-10,Haduvio,,1,2,0.3333,0.1275,5,0.6,0.0,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.4,3.184265443062108,6,4,0.4,0.0,0.0,0,0.0,2.0,1.2438,1.0,2,-1.0,-1.0,3.0,6.6,0.0,0.0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
MLYS,2025-03-10,lorundrostat Dose 1,NCT05769608,1,1,0.3333,0.2563,2,1.0,1.1547,6.0,2.4568,-53.0,3.0,0.55,0.1124999999999999,5.655991810819852,0.35,0.4,3.364663540894766,3,3,0.963087,0.963087,0.941624,15,0.0,2.0,0.5545,1.0,2,109.5,-1.0,4.0,7.33,0.0,0.0,1,0,0,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
MLYS,2025-03-10,lorundrostat,NCT06150924,1,1,0.6667,0.6395,1,0.0,2.0412,6.0,2.4568,-10.0,2.0,0.55,0.1124999999999999,4.110873864173311,0.35,0.4,2.4554539687786283,3,3,0.4,0.0,0.0,0,0.0,2.0,0.5545,1.0,1,109.5,71.0,3.0,7.63,1.0,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,1.0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ARVN,2025-03-11,vepdegestrant,NCT05654623,1,2,0.6667,0.7035,3,0.5,1.7457,62.0,0.9808,-38.0,5.0,0.85,0.5375,6.437751649736401,0.45,0.7,2.988692702549817,3,2,0.981302,0.921351,0.981302,21,0.956429,3.0,1.6394,2.0,0,461.0,461.0,5.0,7.83,1.0,1.0,0,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
STRO,2025-03-13,Luvelta,NCT05870748,0,1,0.5,0.6328,1,0.0,1.5,4.0,1.6667,167.0,4.5,0.85,0.1875,6.398594934535208,0.45,0.7,2.422967180527763,2,2,0.954995,0.84922,0.954995,21,0.0,2.5,1.0394,1.0,0,109.5,71.0,4.5,9.68,0.0,0.0,0,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
AZN,2025-03-20,BGF MDI 320/28.8/9.6 μg,NCT04609904,0,1,0.0222,0.0177,87,0.0,1.1547,69.0,1.3047,1.0,5.0,0.55,0.4624999999999999,7.690743163541872,0.35,0.2,5.509413030177646,90,59,0.957803,0.957803,0.0,0,0.0,3.0,4.6377,2.0,0,109.5,18.0,6.0,1.54,1.0,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,val
MGNX,2025-03-20,vobramitamab duocarmazine,NCT03729596,0,1,0.25,1.3534,3,0.3333333333333333,1.0,27.0,4.4809,-732.0,0.0,0.85,0.7875,4.969813299576001,0.45,0.4,2.034106829707644,4,4,0.4,0.0,0.0,0,0.0,1.5,0.6438,0.0,0,109.5,313.0,-2.0,8.3,0.0,1.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1.0,1,1.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
SAVA,2025-03-25,simufilam,NCT06390410,1,5,0.5556,1.0507,9,0.875,2.0207,7.0,2.0207,-107.0,-1.0,0.55,0.1124999999999999,3.332204510175204,0.35,0.2,2.004149341900059,9,5,0.4,0.0,0.0,0,0.0,1.0,2.5167,0.5,0,119.0,119.0,-1.0,6.56,0.0,0.0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,0.0,0.0,1,0,0.0,0,1.0,0,1.0,0.0,1,0.0,0.0,8.0,1.0,1.0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
AXSM,2025-03-25,Solriamfetol 150 mg,NCT05972044,0,1,0.0333,0.0385,29,0.2962962962962963,4.264,33.0,6.1696,-45.0,5.0,0.55,0.1124999999999999,6.248042874508429,0.35,0.2,3.923425368671586,30,12,0.863247,0.863247,0.0,0,0.0,3.0,4.026,3.0,2,109.5,84.0,6.0,3.84,0.0,0.0,1,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,val
EQ,2025-03-27,Itolizumab,NCT05263999,1,1,0.3333,0.2987,6,0.0,1.2649,5.0,1.7678,27.0,4.0,0.55,0.3625,5.0689042022202315,0.35,0.2,2.044539760392411,6,5,0.4,0.0,0.0,0,0.0,3.0,1.3167,2.0,0,109.5,41.0,5.0,7.95,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,3.0,1.0,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
PCVX,2025-03-31,VAX-24,NCT05844423,1,1,0.3333,0.2203,3,1.0,1.5,8.0,3.3333,148.0,4.0,0.4,0.15,6.688354713946762,0.1,0.4,3.890219195454837,3,3,0.936072,0.0,0.936072,2,0.0,2.0,0.5545,0.0,0,109.5,208.0,4.0,4.51,1.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,1,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,val
AZN,2025-03-31,AZD0780,NCT06692764,0,1,0.0111,0.0177,88,0.0,1.6977,69.0,1.3047,19.0,3.0,0.55,0.1124999999999999,5.313205979041787,0.35,0.2,5.509413030177646,90,59,0.4,0.0,0.0,0,0.0,2.0,4.6377,0.0,0,109.5,10.0,3.0,1.72,1.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,1.0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
CORT,2025-03-31,relacorilant,NCT05257408,1,1,0.3333,0.098,6,0.2,2.2,35.0,4.7987,-6.0,5.0,0.85,0.1875,5.945420608606575,0.45,0.2,3.5795092187103035,6,6,0.954995,0.84922,0.954995,16,0.889774,3.0,1.9784,2.0,0,109.5,975.0,5.0,4.64,1.0,0.0,0,0,0,0.0,1,0,1,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
MRK,2025-04-03,Sotatercept,NCT04811092,0,4,0.0333,0.0476,142,0.0,5.1667,0.0,0.0,1.0,5.0,0.55,0.1124999999999999,5.7745515455444085,0.35,0.2,5.485908161342839,150,61,0.923817,0.538514,0.923817,24,0.0,3.0,4.6509,2.0,0,250.0,170.0,6.0,2.51,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
ALLO,2025-04-07,ALLO-329,NCT07085104,0,1,1.0,0.4037,1,0.0,0.0,4.0,2.1667,-1.0,2.0,0.55,0.2624999999999999,4.007333185232471,0.35,1.0,2.795671505946022,1,1,0.4,0.0,0.0,0,0.0,1.0,0.2773,0.0,0,109.5,71.0,2.0,12.0,0.0,0.0,0,0,0,0.0,1,1,1,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,1,0.0,0.0,3.0,1.0,1.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
SLS,2025-04-08,SLS009,NCT04588922,0,2,0.6667,0.0528,3,0.0,0.7071,8.0,3.0,267.0,0.0,0.85,0.1875,5.081404364984463,0.45,0.7,2.9240207004740677,3,2,0.986777,0.897909,0.986777,23,0.944373,1.5,0.4394,0.0,0,119.0,119.0,0.0,6.63,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
NTHI,2025-04-02,NEO212,NCT06047379,0,1,0.5,0.0061,1,0.0,0.7071,3.0,2.2361,692.0,0.0,0.85,0.5375,4.90527477843843,0.45,0.7,2.3891660843645326,2,2,0.4,0.0,0.0,0,0.0,1.5,0.4394,1.0,2,109.5,71.0,0.0,6.795,0.0,1.0,0,0,0,0.0,0,0,1,0.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
ABBV,2025-04-08,Adalimumab,NCT02632175,0,3,0.0392,0.0128,98,0.0104166666666666,3.532,75.0,2.6877,1.0,1.0,0.55,0.3625,4.0943445622221,0.35,0.2,5.613161422822089,102,57,0.926745,0.926745,0.877616,3,0.0,3.0,4.6242,2.0,0,1886.0,119.0,1.0,3.23,1.0,0.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,1.0,1,0.0,0.0,8.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,val
MRNA,2025-04-11,mRNA-1608,NCT06033261,0,1,0.1,0.277,9,0.0,0.7071,69.0,8.2207,15.0,4.0,0.25,0.4375,5.902633333401366,0.1,0.2,4.320802426839049,10,7,0.4,0.0,0.0,0,0.0,1.5,3.8318,0.0,0,109.5,290.0,4.0,9.35,1.0,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1.0,0,0.0,0.0,6.0,0.0,0.0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,val
NTHI,2025-04-14,NEO100-01,,0,1,0.5,0.0061,2,0.0,0.0,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.7,2.3891660843645326,2,2,0.4,0.0,0.0,0,0.0,2.0,0.4394,0.0,0,109.5,5.0,3.0,6.795,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
BMY,2025-03-06,Mavacamten,NCT05582395,0,2,0.0183,0.084,109,0.0,2.6536,68.0,1.4923,-38.0,5.0,0.1,0.475,6.364750756851911,0.85,0.2,5.103854670626923,109,34,0.4,0.0,0.0,0,0.0,3.0,4.4221,2.0,0,1153.0,43.0,6.0,2.36,1.0,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1.0,1,0.0,0.0,7.0,2.0,3.0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
XBIT,2025-04-16,Natrunix,NCT05363891,0,1,1.0,2.1393,1,0.0,1.633,6.0,2.5,-166.0,3.0,0.55,0.4624999999999999,5.497168225293202,0.35,1.0,1.838219221907626,1,1,0.924904,0.924904,0.303965,1,0.0,2.0,0.2773,0.0,0,109.5,71.0,4.0,7.93,0.0,1.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,1,0.0,0.0,1,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
LLY,2025-04-17,Orforglipron,NCT05971940,0,1,0.0484,0.0073,113,0.0,3.6466,60.0,1.2667,-13.0,5.0,0.55,0.1124999999999999,6.327936783729195,0.35,0.2,5.996687893411713,124,50,0.942137,0.942137,0.93232,12,0.0,3.0,4.5727,3.0,2,109.5,133.0,6.0,5.09,0.0,0.0,1,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,4.0,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,val
RLMD,2025-04-28,NDV-01,NCT07313891,1,3,0.4286,0.0416,7,0.4,1.7889,8.0,3.0151,1588.0,5.0,0.85,0.0375,5.713732805509369,0.45,0.7,2.524266268766979,7,2,0.4,0.0,0.0,0,0.0,3.0,3.4394,2.5,2,-1.0,-1.0,5.0,12.98,0.0,0.0,0,0,0,0.0,1,0,0,1.0,1,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
HURA,2025-04-28,HURA,,0,1,0.5,0.0286,2,1.0,0.0,27.0,2.1106,-1.0,2.0,0.5,0.125,5.10594547390058,0.4,0.7,1.9745116927373283,2,2,0.4,0.0,0.0,0,0.0,2.0,1.0394,0.5,0,109.5,544.0,3.0,9.79,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,-1.0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,val
RLMD,2025-04-23,NDV-01,NCT07313891,1,2,0.4286,0.0416,6,0.5,1.7889,8.0,3.0151,1588.0,5.0,0.85,0.0375,5.713732805509369,0.45,0.7,2.524266268766979,7,2,0.4,0.0,0.0,0,0.0,3.0,3.4394,2.5,2,2015.0,144.0,5.0,9.93,0.0,0.0,0,0,0,0.0,1,0,0,1.0,1,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
AZN,2025-05-02,BGF MDI 320/28.8/9.6 μg,NCT04609878,0,2,0.0222,0.0177,89,0.0,1.1547,69.0,1.3047,-41.0,5.0,0.55,0.4624999999999999,7.729735331385051,0.35,0.2,5.509413030177646,90,59,0.957803,0.957803,0.0,0,0.0,3.0,4.6377,2.0,0,42.0,31.0,6.0,2.74,0.0,1.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0,0.0,0.0,5.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,val
ALDX,2025-05-05,Reproxalap Ophthalmic Solution (0.25%),NCT06493604,0,12,0.5652,0.2292,23,0.0476190476190476,4.0069,35.0,5.9167,-66.0,4.0,0.4,0.15,4.762173934797756,0.1,0.2,2.5165353738957994,23,6,0.571772,0.571772,0.0,0,0.0,3.0,3.7784,2.0,0,689.0,166.0,4.0,14.86,0.0,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,val
CTMX,2025-05-12,CX-2051,NCT06265688,1,1,0.5,0.1593,2,0.0,0.0,5.0,1.8974,933.0,1.0,0.85,0.1875,4.8283137373023015,0.45,0.7,2.954917553734959,2,2,0.977873,0.919885,0.977873,21,0.940817,1.0,0.4394,0.0,0,109.5,368.0,1.0,12.87,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
CYTK,2025-05-13,aficamten,NCT04848506,0,2,0.2222,0.2741,8,0.4285714285714285,2.3094,33.0,5.292,-1.0,2.5,0.1,0.625,6.803505257608338,0.85,0.2,3.1085650237328344,9,7,0.4,0.0,0.0,0,0.0,2.5,3.8318,1.5,0,502.0,502.0,2.5,8.72,0.0,0.0,0,0,0,0.0,0,0,1,1.0,0,0,1,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,1.0,1,0.0,0.0,7.0,2.0,3.0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
CYTK,2025-05-13,"Aficamten (CK-3773274) (5 mg, 10 mg, 15 mg and 20 mg)",NCT05767346,0,1,0.1111,0.116,9,0.375,1.7889,33.0,5.292,-73.0,4.0,0.1,0.975,5.170483995038151,0.85,0.2,3.881230543345268,9,7,0.4,0.0,0.0,0,0.0,3.0,3.8318,2.0,0,109.5,-1.0,5.0,8.72,1.0,1.0,1,0,0,0.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,1.0,0,0.0,1.0,1,0.0,0.0,7.0,2.0,3.0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
SCLX,2025-05-15,SP-102 (SEMDEXA),NCT03372161,0,1,1.0,0.0156,1,0.0,1.1547,3.0,0.75,-1363.0,5.0,0.55,0.1124999999999999,5.996452088619021,0.35,1.0,1.7611758131557314,1,1,0.4,0.0,0.0,0,0.0,3.0,0.8773,2.0,0,109.5,71.0,5.0,20.46,0.0,0.0,0,0,1,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0.0,0,0.0,0.0,2.0,1.0,1.0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,val
CABA,2025-05-15,rese-cel (resecabtagene autoleucel),NCT06154252,1,1,0.25,0.5003,3,1.0,1.5,6.0,3.182,-1.0,-0.5,0.55,0.1124999999999999,4.31748811353631,0.35,0.4,2.5046067706419537,4,4,0.567673,0.567673,0.0,0,0.0,2.5,2.4438,2.5,2,109.5,279.0,-0.5,8.17,0.0,0.0,0,0,0,0.0,0,0,0,1.0,1,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,val
ARMP,2025-05-19,AP-SA02,NCT05184764,1,2,0.4286,0.0378,6,0.0,0.7071,10.0,2.8868,-192.0,2.0,0.25,0.5375,3.9318256327243257,0.1,0.7,2.592953571547866,7,2,0.507113,0.507113,0.0,0,0.0,1.5,0.4394,0.0,0,187.0,187.0,3.0,13.44,0.0,1.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,val
TIL,2025-05-22,Amtagvi (lifileucel),NCT06743126,1,1,0.5,1.3195,2,1.0,0.7071,2.0,1.3229,-1.0,5.0,0.85,0.5375,5.8888779583328805,0.45,0.7,1.7810369386211318,2,2,0.683922,0.0,0.683922,1,0.0,3.0,1.0394,1.5,0,109.5,243.0,5.0,10.07,0.0,1.0,0,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,1,0.0,0.0,1.0,1.0,2.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,val
