ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_enrollment_log,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
AMGN,2024-09-25,Rocatinlimab,NCT05651711,0,1,0.0488,0.0436,37,0.0,2.582,72.0,2.1305,-111.0,5.0,6.588926477533519,0.2,5.320654051367603,41,24,3.0,4.2876,3.0,2,244.0,319.0,6.0,1.72,0.0,1,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
MGTX,2024-10-01,AAV-GAD Low Dose,NCT05603312,0,1,0.3333,0.0243,3,0.0,0.7071,8.0,3.0151,-24.0,2.0,2.70805020110221,0.4,2.784260582566084,3,3,1.5,0.5545,0.0,0,244.0,1047.0,3.0,5.07,0.0,1,0,1,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
OCS,2024-10-01,OCS-05 +SoC (corticosteroid) IV administration,NCT04762017,0,1,0.3333,0.0854,3,0.0,0.7071,9.0,3.3204,-14.0,2.0,3.610917912644224,0.4,3.2304744673611583,3,3,2.0,1.1545,0.0,0,244.0,111.0,3.0,1.35,0.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ABBV,2024-10-02,RGX-314,NCT04832724,0,1,0.0099,0.0128,94,0.0,2.846,75.0,2.6877,-365.0,-1.0,4.110873864173311,0.2,5.613161422822089,101,56,2.0,4.6172,0.0,0,244.0,117.0,-1.0,1.49,0.0,0,0,0,1.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,1.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ANRO,2024-10-07,ALTO-100,NCT05712187,0,1,1.0,0.2253,1,0.0,1.7889,11.0,3.6084,-31.0,4.0,5.71042701737487,1.0,2.7865384804978026,2,1,2.0,0.2773,0.0,0,244.0,127.0,5.0,7.55,1.0,1,0,1,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
SUPN,2024-10-08,SAGE-718,NCT05619692,0,4,0.5,0.0982,8,0.0,2.0207,59.0,7.4246,-124.0,3.0,5.1647859739235145,0.2,3.497565410086237,8,5,2.0,3.1167,0.0,0,252.0,252.0,4.0,2.44,0.0,1,0,1,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
TVGN,2024-10-08,TVGN 489,,0,6,0.8571,0.0188,7,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.7,1.7259116322950483,7,2,2.0,0.4394,0.0,0,104.0,104.0,4.0,17.89,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
ARCT,2024-10-09,ARCT-2303,NCT06279871,0,1,0.25,0.7716,2,0.0,0.7071,10.0,2.875,1.0,5.0,7.323170717943469,0.4,2.3688445068258215,4,4,3.0,1.2438,2.0,0,244.0,1348.0,6.0,5.75,1.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
UNCY,2024-10-09,UNI-494,,0,1,0.25,0.2868,3,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.4,2.1728946977521764,4,4,2.0,0.6438,0.0,0,244.0,129.0,4.0,11.62,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
MRK,2024-10-14,Tulisokibart,NCT04996797,0,1,0.0071,0.0476,131,0.0,2.3094,3.0,1.3229,-495.0,3.0,5.187385805840755,0.2,5.485908161342839,140,55,2.0,4.6101,0.0,0,244.0,30.0,4.0,1.9,1.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
VIR,2024-10-15,VIR-3434,NCT05612581,0,1,0.1667,0.3693,5,0.25,2.1106,22.0,4.802,1.0,-1.0,3.5263605246161616,0.2,3.1019531774771996,6,6,1.5,1.3784,0.0,0,244.0,452.0,-1.0,4.32,1.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1.0,1.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,train
NVAX,2024-10-16,NVX-CoV2705 Vaccine,NCT06409663,0,1,0.1111,0.4461,9,0.0,1.7889,44.0,6.3278,0.0,1.0,4.110873864173311,0.2,3.216878141702857,9,9,3.0,3.921,1.5,0,244.0,197.0,1.0,7.93,0.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,train
WVE,2024-10-16,WVE-006,NCT06186492,1,1,0.25,0.2327,3,0.5,0.5774,11.0,3.3566,121.0,2.0,3.871201010907891,0.4,3.412897142468451,4,4,1.0,0.6438,0.0,0,244.0,21.0,3.0,7.19,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,train
NVS,2024-10-17,Iptacopan,NCT05630001,0,1,0.0139,0.0354,140,0.0,4.3146,80.0,1.6226,1.0,1.0,3.970291913552122,0.2,5.5131567146412905,144,97,3.0,4.834,2.0,0,244.0,26.0,1.0,0.93,1.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
DRUG,2024-10-18,GMRx2,NCT04518306,1,1,0.3333,0.1085,3,1.0,1.1547,3.0,1.5,-394.0,5.0,6.628041376179533,0.4,2.9140256516963285,3,3,3.0,1.7545,3.0,2,244.0,-1.0,5.0,13.81,0.0,0,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
DRUG,2024-10-18,Omvoh,NCT06249555,1,1,0.3333,0.1085,2,1.0,1.1547,8.0,3.3198,-5.0,1.0,5.707110264748875,0.4,2.9140256516963285,3,3,2.0,1.7545,0.5,0,244.0,548.0,1.0,13.78,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
ANRO,2024-10-23,ALTO-100,NCT06656416,1,2,1.0,0.2845,2,0.0,1.7889,11.0,3.6084,-5.0,3.0,5.303304908059076,1.0,2.6554265877459184,2,1,2.0,0.2773,0.0,0,14.0,14.0,4.0,5.82,0.0,1,0,0,0.0,1,0,0,0.0,0,0,1,0,0.0,0.0,1,0,1.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,train
HUMA,2024-10-25,V007,,0,1,0.3333,0.0906,2,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.4,2.3328422669943514,3,3,2.0,0.5545,0.5,0,244.0,1258.0,4.0,8.1,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
NVS,2024-10-27,MAS825,NCT06097663,0,2,0.0139,0.0354,141,0.0,2.1213,80.0,1.6226,1.0,2.0,3.4657359027997265,0.2,5.5131567146412905,144,97,2.0,4.834,0.0,0,1389.0,9.0,3.0,1.12,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
SPRO,2024-10-29,SPR720 500 mg,NCT05496374,0,1,0.3333,0.3974,2,0.0,1.0,4.0,0.8,-20.0,2.0,3.258096538021482,0.4,2.0874264570362855,3,3,2.0,1.7545,0.5,0,244.0,1622.0,3.0,3.64,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
SRRK,2024-10-30,Apitegromab,NCT05156320,0,1,0.5,0.0818,2,0.0,2.2678,6.0,2.6879,50.0,4.0,5.241747015059643,0.7,3.654744316351018,2,2,3.0,1.0394,2.0,0,244.0,1302.0,5.0,6.78,1.0,1,0,1,0.0,1,0,1,1.0,0,0,0,0,0.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
PYXS,2024-11-01,PYX-201,NCT06795412,0,1,0.3333,0.8339,1,0.0,0.5774,2.0,1.633,1131.0,0.0,5.303304908059076,0.7,1.9614210940664485,3,2,1.5,0.4394,0.0,0,244.0,127.0,0.0,6.09,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
UNCY,2024-11-04,Oxylanthanum Carbonate,NCT06218290,0,1,0.25,0.2868,4,0.0,0.7071,1.0,0.7071,-158.0,1.0,4.672828834461906,0.4,2.1728946977521764,4,4,2.0,0.6438,1.0,1,244.0,25.0,1.0,8.67,0.0,0,0,0,1.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,train
AZN,2024-11-07,Experimental: Tezepelumab,NCT04851964,0,2,0.0241,0.0177,76,0.0,2.1213,69.0,1.3047,-44.0,5.0,6.0330862217988015,0.2,5.509413030177646,83,55,3.0,4.6101,2.0,0,1520.0,195.0,6.0,2.22,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
BMY,2024-11-07,BMS-986249,NCT03369223,0,1,0.0094,0.084,102,0.0,0.7071,68.0,1.4923,1.0,4.0,5.877735781779639,0.2,5.103854670626923,106,33,1.5,4.4105,0.0,0,244.0,98.0,4.0,2.21,1.0,0,0,0,0.0,1,0,1,0.0,0,1,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CBIO,2024-11-08,CUE-101 and CUE-102,NCT03978689,0,1,1.0,0.5792,1,0.0,1.0,2.0,1.4289,423.0,-1.0,4.394449154672439,1.0,2.565965817446666,1,1,1.0,0.2773,0.0,0,244.0,127.0,-1.0,11.05,1.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NRC,2024-11-09,HBI-8000 in combination with nivolumab,NCT02718066,0,1,0.0034,0.0135,280,0.0034364261168384,1.1547,6.0,2.2188,-5.0,0.0,4.574710978503383,0.2,2.4825877695267677,294,253,1.5,5.2149,0.0,0,244.0,85.0,0.0,4.32,0.0,0,0,0,1.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
RAPT,2024-11-11,zelnecirnon (RPT193),NCT05935332,1,1,0.3333,0.0941,3,0.5,0.0,5.0,1.8333,-142.0,2.0,3.6635616461296463,0.4,3.2231323624715884,3,3,2.0,0.5545,0.0,0,244.0,185.0,0.0,11.13,0.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,1,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
ABBV,2024-11-11,Emraclidine 10 mg,NCT05227690,1,1,0.0099,0.0128,95,0.0,0.4472,75.0,2.6877,-79.0,4.0,5.955837369464831,0.2,5.613161422822089,101,56,2.0,4.6172,0.0,0,244.0,39.0,5.0,1.69,1.0,1,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
NGNE,2024-11-12,NGN-401,NCT05898620,1,2,1.0,0.7293,2,0.0,0.7071,2.0,1.5,-5.0,0.0,3.5263605246161616,1.0,2.5609820555862353,2,1,3.0,1.4773,2.0,1,-1.0,-1.0,0.0,8.6,0.0,0,0,1,0.0,0,0,0,1.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
NGNE,2024-11-11,NGN-401,NCT05898620,0,1,1.0,0.7293,1,0.0,0.7071,2.0,1.5,-5.0,0.0,3.5263605246161616,1.0,2.5609820555862353,2,1,3.0,1.4773,2.0,1,244.0,127.0,0.0,7.09,0.0,0,0,1,0.0,0,0,0,1.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ARMP,2024-11-07,AP-SA02,NCT05184764,0,1,0.6,0.0378,3,0.0,0.7071,10.0,2.8868,-4.0,2.0,3.9318256327243257,0.7,2.592953571547866,5,2,1.5,0.4394,1.0,1,244.0,123.0,3.0,4.95,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
BMY,2024-11-14,Nivolumab,NCT02477826,0,48,0.5,0.084,103,0.0,1.8571,68.0,1.4923,-19.0,5.0,7.91862865334224,0.2,5.103854670626923,106,33,3.0,4.4105,1.5,0,105.0,6.0,5.0,2.45,1.0,0,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
GILD,2024-11-14,Sacituzumab Govitecan-hziy,NCT04527991,0,2,0.05,0.052,39,0.0,5.9474,78.0,2.5517,233.0,5.0,6.569481420414296,0.2,5.266959459124544,40,23,3.0,4.2712,2.0,0,422.0,422.0,5.0,1.93,1.0,0,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NVCT,2024-11-14,NXP800,NCT05226507,1,1,1.0,0.1346,1,0.0,0.0,0.0,0.75,-5.0,-1.0,3.828641396489095,1.0,2.3705130895985924,1,1,1.0,0.2773,0.0,0,244.0,127.0,-1.0,10.61,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
ABUS,2024-11-15,AB-729,NCT04980482,0,1,1.0,0.1046,1,0.0,2.0412,7.0,2.2188,119.0,2.0,3.784189633918261,1.0,2.9524049395770247,1,1,2.0,0.2773,1.0,2,244.0,127.0,2.0,4.03,1.0,0,0,0,0.0,1,0,0,0.0,1,0,1,0,0.0,0.0,0,0,1.0,0,0.0,1,1.0,1,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,train
DWTX,2024-11-18,IMC-2,NCT06316843,0,1,0.4,0.1105,2,1.0,0.7071,2.0,0.8165,-17.0,2.0,4.0943445622221,0.4,1.9609461957338312,5,3,2.0,0.5545,0.0,0,244.0,466.0,3.0,14.86,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
ALDX,2024-11-19,Reproxalap ophthalmic solution (0.25%),NCT06424444,0,1,0.5556,0.2292,17,0.0,4.0069,35.0,5.9167,-15.0,5.0,6.045005314036012,0.2,2.5165353738957994,18,6,3.0,3.7784,3.0,2,244.0,507.0,5.0,7.18,0.0,0,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
DWTX,2024-11-20,IMC-2,NCT06316843,0,2,0.4,0.1105,3,0.5,0.7071,2.0,0.8165,-19.0,2.0,4.0943445622221,0.4,1.9609461957338312,5,3,2.0,0.5545,0.0,0,1.0,1.0,3.0,24.59,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
PYXS,2024-11-21,MICVO,,1,1,0.6667,0.8339,2,0.0,0.0,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,0.7,1.9614210940664485,3,2,2.0,0.4394,0.0,0,244.0,18.0,4.0,8.16,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
NAMS,2024-11-20,Combination Therapy,NCT06005597,1,1,0.1667,0.156,4,0.0,0.3416,13.0,3.5777,-55.0,5.0,6.0112671744041615,0.4,3.6103407114521566,6,4,3.0,1.8438,2.5,1,244.0,830.0,6.0,4.45,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ALEC,2024-11-26,AL002,NCT04592874,0,1,0.3333,1.0977,2,0.0,1.0,8.0,2.4962,-97.0,4.0,5.877735781779639,0.4,2.4235735197327357,3,3,2.0,1.7545,1.0,2,244.0,451.0,5.0,12.38,0.0,1,0,1,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
SAVA,2024-11-25,simufilam,NCT06390410,1,1,0.6667,1.0507,2,0.0,2.0207,7.0,2.0207,13.0,-1.0,3.332204510175204,0.7,2.004149341900059,3,2,1.0,0.4394,0.5,0,244.0,1699.0,-1.0,11.34,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,1.0,1.0,1,0,0.0,0,0.0,0,1.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
AMGN,2024-11-26,Maridebart Cafraglutide,NCT05669599,0,1,0.0244,0.0436,38,0.0,2.1822,72.0,2.1305,-48.0,4.0,6.385194398997726,0.2,5.320654051367603,41,24,2.0,4.2876,0.0,0,244.0,61.0,5.0,2.41,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
AXSM,2024-11-26,AXS-12 (reboxetine),NCT05113745,0,2,0.1333,0.0385,12,0.0,1.5,33.0,6.1696,-10.0,3.0,4.23410650459726,0.2,3.923425368671586,15,10,3.0,3.9592,2.0,0,245.0,245.0,3.0,4.05,0.0,0,0,1,0.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
AZN,2024-11-27,BFF MDI 160/9.6 μg BID (320/19.2μg/day),NCT05755906,0,1,0.012,0.0177,77,0.0,0.7071,69.0,1.3047,-7.0,5.0,5.926926025970411,0.2,5.509413030177646,83,55,3.0,4.6101,1.5,0,244.0,19.0,6.0,1.95,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
CRDF,2024-12-01,onvansertib,NCT06106308,0,2,1.0,0.4461,3,0.5,2.7735,9.0,3.4674,-5.0,3.0,4.736198448394496,0.7,2.116275587580544,5,2,2.0,0.4394,1.0,2,480.0,480.0,3.0,10.27,0.0,0,0,0,0.0,1,0,1,0.0,1,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
HCM,2024-11-30,Tazemetostat,NCT05467943,0,1,0.5,0.5277,2,0.0,4.7683,47.0,5.0822,-1.0,-1.0,3.7612001156935624,0.7,3.412964271996662,2,2,2.0,0.4394,0.0,0,244.0,1168.0,-1.0,4.01,1.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
JANX,2024-12-03,JANX007,NCT05519449,1,1,0.6667,0.2611,2,0.0,0.0,0.0,0.75,-5.0,0.0,5.60947179518496,0.7,3.153814864344529,3,2,1.0,0.4394,0.0,0,244.0,293.0,0.0,6.31,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
OM,2024-12-03,ADSTILADRIN (nadofaragene firadenovec-vncg),NCT06545955,0,1,0.25,2.6432,2,0.5,2.2678,80.0,5.2815,1306.0,4.0,5.5254529391317835,0.4,1.8055008581584,4,3,3.0,1.7545,2.5,2,244.0,238.0,4.0,10.87,0.0,0,0,0,0.0,1,0,0,1.0,1,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
LLY,2024-12-04,Tirzepatide,NCT05822830,0,15,0.1441,0.0073,99,0.0,4.9594,60.0,1.2667,-20.0,5.0,6.62273632394984,0.2,5.996687893411713,111,45,3.0,4.5315,2.0,0,124.0,69.0,6.0,2.84,0.0,0,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
RLMD,2024-12-04,REL-1017,NCT04855760,1,4,0.6667,0.0416,4,0.0,2.4121,8.0,3.0151,-495.0,3.0,6.4425401664681985,0.7,2.524266268766979,6,2,3.0,3.4394,2.0,0,495.0,495.0,3.0,7.28,0.0,0,0,1,1.0,0,0,0,1.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
IMRX,2024-12-05,IMM-1-104 (atebimetinib combination),NCT05585320,0,1,0.1429,0.6305,4,0.6666666666666666,0.7071,2.0,1.4434,-5.0,0.0,5.3471075307174685,0.4,1.6551384348113822,7,4,1.5,0.6438,0.0,0,244.0,83.0,0.0,6.95,0.0,0,0,0,0.0,0,0,0,0.0,0,1,1,0,0.0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
TARA,2024-12-05,TARA-002,NCT05951179,1,1,1.0,0.3894,1,0.0,0.8944,3.0,1.8371,-5.0,1.0,4.882801922586371,1.0,2.532499586094662,1,1,2.0,0.2773,1.0,2,244.0,127.0,1.0,8.95,0.0,0,0,0,0.0,0,0,0,0.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
BIOA,2024-12-09,azelaprag,NCT06515418,1,1,1.0,0.3074,1,0.0,0.5774,4.0,1.633,63.0,3.0,5.3230099791384085,1.0,2.9683895418470683,1,1,2.0,0.2773,0.0,0,244.0,127.0,4.0,6.03,0.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,1.0,0,0,1.0,0,0.0,1,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
