ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_company_historical_hit_rate,feat_ctgov_asset_maturity_score,feat_ctgov_n_late_stage_trials_sponsor,feat_ctgov_pipeline_maturity_score,feat_days_to_primary_completion,feat_design_quality_score,feat_enrollment_log,feat_lead_asset_dependency_score,feat_log_market_cap,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_phase_num,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_regulatory_stage_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_trial_quality_score,feat_volatility,feat_active_not_recruiting_at_event_flag,feat_blinded_flag,feat_breakthrough_flag,feat_cns_flag,feat_completed_at_event_flag,feat_controlled_flag,feat_fast_track_flag,feat_has_predictive_biomarker,feat_late_stage_flag,feat_nda_bla_flag,feat_oncology_flag,feat_open_label_flag,feat_orphan_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_primary_endpoint_known_flag,feat_priority_review_flag,feat_randomized_flag,feat_rare_disease_flag,feat_recent_ctgov_update_flag,feat_single_asset_company_flag,feat_small_trial_flag,feat_targeted_therapy_exists,feat_terminated_at_event_flag,feat_withdrawn_at_event_flag,feat_mesh_level1_encoded,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Other,feat_therapeutic_superclass_Respiratory,feat_genetic_basis_monogenic,feat_genetic_basis_none,feat_genetic_basis_polygenic,feat_genetic_basis_somatic,feat_genetic_basis_unknown,split
VKTX,2023-05-15,VK2809,NCT04173065,0,1,0.25,0.1805,2,1.0,1.1547,7.0,2.5298,0.0,3.0,5.517452896464707,0.7,3.5922211842264415,4,2,2.0,0.4394,0.0,0,244.0,48.0,4.0,6.15,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
LPCN,2023-05-23,LPCN 1154,NCT02081300,0,1,0.5,0.2731,3,0.0,2.6667,8.0,2.6667,-5.0,5.0,5.755742213586912,0.4,1.7427251313046983,4,3,3.0,1.7545,3.0,2,244.0,440.0,5.0,15.32,0.0,0,0,0,1.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
PTCT,2023-05-17,PTC923,NCT05099640,0,2,0.4,0.3553,4,0.0,1.7889,54.0,6.8128,-43.0,4.0,5.062595033026967,0.4,3.7383761911204094,5,3,3.0,1.7545,2.0,0,956.0,844.0,4.0,3.1,0.0,0,0,1,1.0,1,0,1,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
IMMP,2023-05-17,eftilagimod alpha (efti),NCT05747794,1,1,0.25,0.2405,2,0.0,2.0,9.0,2.9104,1264.0,4.5,6.745236349484363,0.4,2.615002614524588,4,3,2.5,1.1545,1.0,0,244.0,346.0,5.5,5.66,0.0,1,0,0,0.0,1,0,1,1.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
SNY,2023-05-17,Dupilumab SAR231893,NCT03930732,0,4,0.0822,0.0653,63,0.0,7.5707,81.0,1.5753,-97.0,5.0,6.84587987526405,0.2,5.070103283062297,73,64,3.0,4.6698,2.5,1,360.0,88.0,6.0,1.79,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
MRK,2023-05-18,V116,NCT05425732,0,2,0.0429,0.0476,113,0.0,2.8868,67.0,1.2566,1.0,5.0,7.88758403166028,0.2,5.485908161342839,140,55,3.0,4.6101,2.0,0,674.0,21.0,6.0,1.7,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
VRTX,2023-05-18,VX-121/TEZ/D-IVA,NCT05076149,0,1,0.0417,0.0524,20,0.0,1.9415,70.0,4.6953,1.0,5.0,6.393590753950631,0.2,5.101099960576236,24,12,3.0,4.026,2.0,0,244.0,147.0,6.0,2.09,1.0,1,0,0,0.0,1,0,1,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,train
DERM,2023-05-19,B-VEC (beremagene geperpavec),NCT04917874,0,1,0.5,0.0916,2,0.0,1.1547,10.0,3.6148,74.0,1.0,3.871201010907891,0.7,2.4340896384178907,2,2,3.0,1.6394,2.0,0,244.0,8.0,1.0,13.35,0.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,0.0,1.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
PTCT,2023-05-23,Vatiquinone,NCT04577352,0,1,0.2,0.3553,5,0.0,3.7712,54.0,6.8128,-48.0,3.5,4.990432586778736,0.4,3.7383761911204094,5,3,2.5,1.7545,1.0,0,244.0,5.0,4.5,3.03,1.0,1,0,1,0.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MRK,2023-05-30,Lenvatinib,NCT04199104,0,1,0.0214,0.0476,114,0.0,3.3473,67.0,1.2566,1.0,5.0,6.238324625039508,0.2,5.485908161342839,140,55,3.0,4.6101,2.0,0,244.0,11.0,6.0,1.84,1.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MIRA,2023-06-01,sonelokimab,NCT06641076,1,1,0.75,0.141,1,0.0,2.8868,9.0,3.7689,1345.0,5.0,6.8679744089702925,0.7,1.7259116322950483,4,2,3.0,1.6394,1.5,0,244.0,127.0,6.0,11.72,0.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,train
PFE,2023-06-01,ATM-AVI,NCT03329092,0,1,0.0091,0.0953,95,0.0,1.5811,62.0,0.9808,-97.0,5.0,6.0473721790462776,0.2,5.196479615197434,110,88,3.0,4.7955,2.0,0,244.0,76.0,5.0,2.08,0.0,1,0,0,1.0,1,0,0,1.0,0,0,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
NVS,2023-06-02,Ribociclib,NCT03439046,0,4,0.0347,0.0354,129,0.0,4.8353,80.0,1.6226,193.0,2.0,5.662960480135946,0.2,5.5131567146412905,144,97,3.0,4.834,3.0,2,1179.0,153.0,2.0,1.48,1.0,0,0,0,0.0,0,0,1,1.0,1,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
PFE,2023-06-03,Elranatamab,NCT05014412,0,1,0.0182,0.0953,96,0.0,4.9015,62.0,0.9808,13.0,-1.0,4.465908118654584,0.2,5.196479615197434,110,88,2.0,4.7955,0.0,0,244.0,1.0,-1.0,2.04,0.0,0,0,0,0.0,0,0,1,0.0,0,1,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
NRC,2023-06-05,TRC102,NCT01851369,0,1,0.0034,0.0135,273,0.0035211267605633,1.4142,61.0,0.6439,58.0,0.0,4.543294782270004,0.2,2.4825877695267677,294,253,1.5,5.2149,0.0,0,244.0,155.0,0.0,2.56,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
AVXL,2023-06-06,ANAVEX2-73 oral liquid,NCT04304482,0,1,0.125,0.3208,6,0.0,1.5,10.0,2.9122,-4.0,2.5,4.532599493153256,0.4,2.613313161455459,8,4,2.5,3.0438,2.0,2,244.0,340.0,3.5,4.03,1.0,1,0,1,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ALDX,2023-06-15,Reproxalap Ophthalmic Solution (0.25%),NCT05234554,0,8,0.5556,0.2292,15,0.0,4.0069,35.0,5.9167,-53.0,4.0,4.882801922586371,0.2,2.5165353738957994,18,6,3.0,3.7784,2.0,0,246.0,76.0,4.0,5.12,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
CRVS,2023-06-15,CPI-818,NCT03952078,0,1,0.5,0.043,1,0.0,0.8944,3.0,1.3568,1051.0,0.0,5.0238805208462765,0.7,3.184577874932025,2,2,1.0,0.4394,1.0,2,244.0,127.0,0.0,10.74,0.0,0,0,0,0.0,0,0,1,0.0,1,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
LLY,2023-06-15,LY3857210,NCT05620563,0,1,0.018,0.0073,89,0.0,1.633,60.0,1.2667,-9.0,3.0,4.997212273764115,0.2,5.996687893411713,111,45,2.0,4.5315,0.0,0,244.0,98.0,4.0,1.87,1.0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,train
AZN,2023-07-05,Dapagliflozin,NCT04564742,0,6,0.0723,0.0177,68,0.0,3.0522,69.0,1.3047,17.0,5.0,8.29853954537488,0.2,5.509413030177646,83,55,3.0,4.6101,1.5,0,448.0,109.0,6.0,2.33,1.0,1,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
BMEA,2023-06-20,BMF-219,NCT05731544,0,1,0.6667,0.4809,1,0.0,0.8165,2.0,1.0607,518.0,4.0,6.095824562432225,0.7,1.9863237770507651,3,2,1.5,0.4394,1.0,2,244.0,127.0,5.0,6.96,0.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
OCS,2023-06-22,OCS-01,NCT05147233,0,1,0.3333,0.0854,1,0.0,2.2678,9.0,3.3204,1.0,4.0,5.488937726156687,0.4,3.2304744673611583,3,3,3.0,1.1545,1.5,0,244.0,127.0,5.0,6.47,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
AZN,2023-06-23,Durvalumab,NCT04712903,0,1,0.0241,0.0177,69,0.0,2.7272,69.0,1.3047,-1.0,2.0,4.624972813284271,0.2,5.509413030177646,83,55,3.0,4.6101,1.5,0,244.0,3.0,2.0,1.37,1.0,0,0,0,0.0,0,0,0,1.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MLTX,2023-06-26,sonelokimab,NCT03384745,1,1,0.6667,0.3176,1,0.0,2.8868,5.0,1.8898,-1465.0,4.0,5.749392985908253,0.7,3.093596768608228,3,2,2.0,1.0394,1.0,2,244.0,127.0,5.0,6.74,0.0,1,0,0,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,2,0.8333,0.3444,2,0.5,0.5774,11.0,2.6383,-45.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,45.0,45.0,3.0,12.71,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
MLTX,2023-06-26,Sonelokimab (M1095),NCT05322473,1,1,0.3333,0.3176,2,1.0,1.5,9.0,3.7689,-47.0,3.0,5.459585514144159,0.7,3.093596768608228,3,2,2.0,1.0394,0.0,0,244.0,0.0,4.0,6.9,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002 (quisovalimab),NCT05288504,1,1,0.1667,0.3444,4,0.0,0.5774,11.0,2.6383,-45.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,244.0,-1.0,3.0,9.22,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,3,0.8333,0.3444,3,0.8,0.5774,11.0,2.6383,-45.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,5,0.8333,0.3444,6,0.6666666666666666,0.5774,11.0,2.6383,-45.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
AVTX,2023-06-26,AVTX-002,NCT05288504,1,4,0.8333,0.3444,5,0.75,0.5774,11.0,2.6383,-45.0,2.0,4.5217885770490405,0.7,2.510545010206612,6,2,2.0,0.4394,0.0,0,-1.0,-1.0,3.0,9.22,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
NKTX,2023-06-27,NKX101,NCT04623944,1,1,1.0,1.4718,1,0.0,0.0,2.0,1.7889,464.0,0.0,4.127134385045092,1.0,2.282848602834645,1,1,1.0,0.2773,0.0,0,244.0,127.0,0.0,5.92,0.0,0,0,0,0.0,0,0,1,0.0,0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
CGTX,2023-06-28,CT1812,NCT04735536,0,1,0.5,0.4085,2,0.0,1.9415,7.0,2.0801,-62.0,2.0,2.833213344056216,0.4,1.983175072037813,4,3,2.0,0.5545,0.0,0,244.0,333.0,2.0,10.67,0.0,0,0,1,0.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ALDX,2023-06-30,ADX-2191,NCT05392179,0,1,0.0556,0.2292,16,0.0,1.5,35.0,5.9167,-6.0,-1.0,2.1972245773362196,0.2,2.5165353738957994,18,6,2.0,3.7784,0.0,0,244.0,14.0,-1.0,9.65,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
NVS,2023-07-01,NIS793,NCT04935359,0,1,0.0069,0.0354,130,0.0,1.5811,80.0,1.6226,410.0,5.0,6.238324625039508,0.2,5.5131567146412905,144,97,3.0,4.834,1.5,0,244.0,28.0,6.0,1.19,0.0,1,0,0,0.0,1,0,0,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
MIRM,2023-07-13,Blinded CDCA 250 mg TID,NCT04270682,0,1,0.1429,0.0694,6,0.0,0.7071,31.0,6.0851,1.0,3.0,2.995732273553991,0.4,3.74243445727396,7,3,3.0,1.7545,2.0,0,244.0,314.0,3.0,3.79,0.0,0,0,0,0.0,1,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
ABOS,2023-07-17,ACU193,NCT04931459,1,1,1.0,0.6656,1,0.0,0.0,1.0,0.75,-33.0,2.0,4.189654742026425,1.0,2.279210512601395,1,1,1.0,0.2773,1.0,2,244.0,127.0,3.0,8.96,0.0,0,0,1,1.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
ABBV,2023-07-17,Navitoclax,NCT04472598,0,1,0.0099,0.0128,85,0.0,3.0151,75.0,2.6877,-94.0,4.0,5.53338948872752,0.2,5.613161422822089,101,56,3.0,4.6172,2.0,0,244.0,120.0,5.0,1.9,1.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
VIR,2023-07-20,VIR-2482,NCT05567783,1,1,0.1667,0.3693,4,0.0,0.5774,22.0,4.802,-75.0,4.0,7.999007213243955,0.2,3.1019531774771996,6,6,2.0,1.3784,1.0,2,244.0,698.0,5.0,3.29,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,train
STOK,2023-07-25,STK-001,NCT04740476,1,1,1.0,0.1194,1,0.0,1.5,3.0,2.0,2077.0,0.0,4.110873864173311,1.0,3.317979808761542,1,1,2.0,0.2773,0.0,0,244.0,127.0,0.0,4.57,0.0,0,0,1,0.0,0,0,1,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,1,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
LLY,2023-07-27,Tirzepatide,NCT04657016,0,12,0.1441,0.0073,90,0.0,4.9594,60.0,1.2667,-97.0,5.0,6.363028103540465,0.2,5.996687893411713,111,45,3.0,4.5315,2.0,0,211.0,41.0,6.0,1.8,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,train
MRK,2023-07-27,V116,NCT05464420,0,3,0.0429,0.0476,115,0.0,2.8868,67.0,1.2566,-62.0,5.0,7.679251425953058,0.2,5.485908161342839,140,55,3.0,4.6101,2.0,0,69.0,57.0,6.0,1.73,0.0,1,0,0,1.0,1,0,0,1.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,train
RLMD,2023-07-27,REL-1017,NCT04855760,0,3,0.6667,0.0416,3,0.0,2.4121,8.0,3.0151,1.0,3.0,6.4425401664681985,0.7,2.524266268766979,6,2,3.0,3.4394,2.0,0,267.0,267.0,3.0,7.74,0.0,0,0,1,0.0,0,0,0,1.0,0,0,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
QTRX,2023-07-31,,,0,1,1.0,0.4405,1,0.0,1.5,11.0,2.0166000000000004,-5.0,3.0,5.257481808475758,1.0,2.48572142648158,1,0,2.0,0.0,0.0,0,244.0,127.0,4.0,5.01,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,train
NVS,2023-08-01,Crizanlizumab,NCT03938454,0,1,0.0069,0.0354,131,0.0,3.5,80.0,1.6226,-125.0,0.0,3.610917912644224,0.2,5.5131567146412905,144,97,2.0,4.834,0.0,0,244.0,30.0,0.0,1.31,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
TSHA,2023-08-14,TSHA-102,NCT05606614,1,1,1.0,0.2396,1,0.0,1.1547,3.0,2.25,-5.0,0.0,2.772588722239781,1.0,3.0937367845623394,1,1,3.0,0.8773,1.5,0,244.0,127.0,0.0,7.11,0.0,0,0,1,0.0,0,0,0,1.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
MESO,2023-08-04,remestemcel-L,NCT04371393,1,1,0.1667,0.0618,4,0.0,3.75,37.0,1.4709,-930.0,4.0,5.41164605185504,0.2,3.3228599233832603,6,6,3.0,2.5784,3.0,2,244.0,848.0,2.0,6.75,0.0,0,0,0,0.0,1,0,0,1.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,train
TERN,2023-08-08,TERN-501,NCT05415722,0,1,0.25,0.0645,2,0.0,0.7071,4.0,1.8371,-28.0,3.0,5.093750200806762,0.4,3.660988731871828,4,4,2.0,0.6438,1.0,2,244.0,810.0,4.0,15.72,1.0,1,0,0,0.0,1,0,0,0.0,1,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,train
CRDF,2023-08-08,onvansertib,NCT06106308,1,1,1.0,0.4461,2,0.0,2.7735,9.0,3.4674,-5.0,3.0,4.736198448394496,0.7,2.116275587580544,5,2,2.0,0.4394,0.0,0,244.0,628.0,3.0,6.52,0.0,0,0,0,0.0,1,0,1,0.0,0,1,1,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
DWTX,2023-08-10,IMC-1,NCT04748705,1,1,0.2,0.1105,1,0.0,1.1547,1.0,0.7071,-368.0,4.0,6.0473721790462776,0.4,1.9609461957338312,5,3,2.0,0.5545,0.5,0,244.0,127.0,5.0,9.16,0.0,1,0,1,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
PFE,2023-08-14,Elranatamab,NCT05228470,0,2,0.0182,0.0953,97,0.0,4.9015,62.0,0.9808,-7.0,0.0,3.688879454113936,0.2,5.196479615197434,110,88,2.0,4.7955,0.0,0,71.0,71.0,0.0,1.61,1.0,0,0,0,0.0,0,0,0,0.0,0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,train
GLTO,2023-08-15,GB0139,NCT03832946,1,1,1.0,0.0043,1,0.0,0.7071,8.0,3.0151,-89.0,3.0,5.153291594497779,1.0,3.2508833278339675,1,1,2.0,0.2773,0.0,0,244.0,127.0,4.0,17.38,0.0,1,0,0,1.0,1,0,0,0.0,0,0,0,0,0.0,0.0,0,0,1.0,0,0.0,1,0.0,0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,train
ABBV,2023-08-18,OnabotulinumtoxinA,NCT05134649,0,2,0.0198,0.0128,86,0.0,2.2726,75.0,2.6877,-2.0,2.0,5.680172609017068,0.2,5.613161422822089,101,56,3.0,4.6172,2.0,0,243.0,34.0,2.0,1.66,1.0,0,0,0,0.0,0,0,0,1.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,train
NRC,2023-08-21,Pitavastatin,NCT02344290,0,1,0.0034,0.0135,274,0.0035087719298245,6.6679,49.0,1.0181,1.0,5.0,8.958025443361693,0.2,2.4825877695267677,294,253,3.0,5.2149,2.5,2,244.0,76.0,5.0,2.21,0.0,0,0,0,1.0,1,0,1,1.0,1,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
FULC,2023-08-22,FTX-6058,NCT07431398,1,1,0.25,0.6312,2,0.0,0.4472,6.0,2.1106,-5.0,0.0,3.218875824868201,0.4,2.7467120225166606,4,4,1.0,0.6438,0.0,0,244.0,935.0,0.0,7.78,0.0,0,0,0,0.0,0,0,0,0.0,0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0,1.0,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,train
MRK,2023-08-22,Lenvatinib,NCT05523323,0,2,0.0214,0.0476,116,0.0,3.3473,67.0,1.2566,4.0,4.0,4.727387818712341,0.2,5.485908161342839,140,55,3.0,4.6101,1.5,0,83.0,25.0,5.0,1.62,0.0,1,0,0,0.0,1,0,1,1.0,0,1,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0.0,1,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
AZN,2023-08-25,AZD4573,NCT05140382,0,1,0.012,0.0177,70,0.0,1.0,69.0,1.3047,1.0,0.0,3.970291913552122,0.2,5.509413030177646,83,55,2.0,4.6101,0.0,0,244.0,62.0,0.0,1.34,1.0,0,0,0,0.0,0,0,0,0.0,0,1,1,0,1.0,1.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
