ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
NRC,2024-09-10,2024-09-10,NCT01319565,Prospective Randomized Study of Cell Transfer Therapy for Metastatic Melanoma Using Tumor Infiltrating Lymphocytes Plus IL-2 Following Non-Myeloablative Lymphocyte Depleting Chemo Regimen Alone or in Conjunction With 12Gy Total Body Irradiation (TBI...,PHASE2,National Cancer Institute (NCI),Metastatic Melanoma; Skin Cancer,102,Aldesleukin; Cyclophosphamide; Fludarabine,303.8,2.46,1.33,20.18,20.68,Low,Gainer,Clinical Data,
AZN,2024-05-02,2024-05-02,NCT05432167,A Study to Evaluate CIN-107 for the Treatment of Patients With Uncontrolled Hypertension and Chronic Kidney Disease,PHASE2,AstraZeneca,Uncontrolled Hypertension; Chronic Kidney Diseases,195,CIN-107; Placebo,,-0.8,-0.08,147.18,146.0,Low,Loser,Clinical Data,
ALNY,2023-02-07,2023-02-07,NCT03350451,"An Extension Study of an Investigational Drug, Lumasiran (ALN-GO1), in Participants With Primary Hyperoxaluria Type 1",PHASE2,Alnylam Pharmaceuticals,PH1; Primary Hyperoxaluria; RNAi Therapeutic; siRNA; AGT,20,Lumasiran,,-1.42,-2.85,224.14,220.95,Low,Loser,Clinical Data,
RCUS,2025-09-05,2025-09-05,NCT04660812,An Open Label Study Evaluating the Efficacy and Safety of Etrumadenant (AB928) Based Treatment Combinations in Participants With Metastatic Colorectal Cancer.,PHASE1/PHASE2,"Arcus Biosciences, Inc.",Metastatic Colorectal Cancer,227,AB680; Etrumadenant; Zimberelimab,2520.4,5.45,-1.04,11.56,12.19,Medium,Gainer,Clinical Data,
GLUE,2024-10-31,2024-10-31,NCT03848481,CBDV vs Placebo in Children and Adults up to Age 30 With Prader-Willi Syndrome (PWS),PHASE2,Montefiore Medical Center,Prader-Willi Syndrome,14,CBDV Compound; Placebo,1353.3,-7.81,-3.47,9.22,8.5,Medium,Loser,Clinical Data,
NRC,2023-02-14,2023-02-14,NCT02153957,Trial Evaluating an Enhanced Physical Activity Intervention to Improve Cognitive Late Effects in Children Treated With Cranial Radiation for Brain Tumors,PHASE2,National Cancer Institute (NCI),Brain Tumor,36,Physical Activity,303.8,-0.63,4.76,40.87,40.61,Low,Loser,Clinical Data,
SNY,2024-01-19,2024-01-19,NCT05553301,Safety and Immunogenicity of Quadrivalent Influenza mRNA Vaccine MRT5407 in Adult Participants18 Years of Age and Older,PHASE1/PHASE2,"Sanofi Pasteur, a Sanofi Company",Influenza Immunization,560,Quadrivalent Influenza mRNA Vaccine MRT5407; Quadrivalent Recombinant Influenza Vaccine; Quadrivalent Influenza Standard Dose Vaccine,,-1.64,-2.02,47.66,46.88,Low,Loser,Clinical Data,
CGTX,2023-09-15,2023-09-15,NCT04732247,Oxytocin for Oxidative Stress and Inflammation,PHASE2,Florida Institute for Human and Machine Cognition,Oxidative Stress; Inflammation,40,Oxytocin nasal spray; Placebo nasal spray,96.2,-4.55,-4.55,1.32,1.26,Low,Loser,Clinical Data,
AMGN,2023-05-16,2023-05-16,NCT04925934,Study of VIB7734 for the Treatment of Moderate to Severely Active SLE,PHASE2,Amgen,"Lupus Erythematosus, Systemic",214,VIB7734; Placebo,,-2.42,-2.73,212.58,207.44,Low,Loser,Clinical Data,
NVS,2021-08-23,2021-08-23,NCT02684058,Study of Efficacy and Safety of Dabrafenib in Combination With Trametinib in Pediatric Patients With BRAF V600 Mutation Positive LGG or Relapsed or Refractory HGG Tumors,PHASE2,Novartis Pharmaceuticals,"Diffuse Astrocytoma; Anaplastic Astrocytoma; Astrocytoma; Oligodendroglioma, Childhood; Anaplastic Oligodendroglioma; Glioblastoma; Pilocytic Astrocytoma; Giant Cell Astrocytoma; Pleomorphic Xanthoastrocytoma; Anaplastic Pleomorphic Xanthoastrocytoma; Angiocentric Glioma; Chordoid Glioma of Third Ventricle; Gangliocytoma; Ganglioglioma; Anaplastic Ganglioglioma; Dysplastic Gangliocytoma of Cerebrellum; Desmoplastic Infantile Astrocytoma and Ganglioglioma; Papillary Glioneuronal Tumor; Rosette-forming Glioneurona Tumor; Central Neurocytoma; Extraventricular Neurocytoma; Cerebellar Iponeurocytoma",151,Dabrafenib; trametinib; Carboplatin,,0.45,-1.26,79.75,80.11,Low,Gainer,Clinical Data,
NVS,2022-12-13,2022-12-13,NCT04868968,"Study of Safety, Tolerability and Efficacy of DFV890 in Participants With Familial Cold Auto-inflammatory Syndrome (FCAS)",PHASE2,Novartis Pharmaceuticals,Familial Cold Autoinflammatory Syndrome,4,DFV890,,0.36,1.82,80.91,81.2,Low,Gainer,Clinical Data,
MNOV,2023-08-07,2023-08-07,NCT03782415,Study to Evaluate Ibudilast and TMZ Combo Treatment in Newly Diagnosed and Recurrent Glioblastoma,PHASE1/PHASE2,MediciNova,Glioblastoma; Recurrent Glioblastoma; GBM; Newly Diagnosed Glioblastoma,64,MN-166; Temozolomide,71.3,-0.81,-2.43,2.47,2.45,Low,Loser,Clinical Data,
BIIB,2023-12-14,2023-12-14,NCT04733040,"Efficacy, Safety and PK/PD of MOR202 in Anti-PLA2R+ Membranous Nephropathy (aMN) (NewPLACE)",PHASE2,"HI-Bio, A Biogen Company",Glomerulonephritis; Membranous Nephropathy; antiPLA2R Positive,24,MOR202,,0.38,-2.91,255.56,256.54,Low,Gainer,Clinical Data,
MRK,2023-06-05,2023-06-05,NCT05507450,Safety and Immunogenicity of Three V181 Dengue Vaccine Potencies in Adults (V181-003),PHASE2,Merck Sharp & Dohme LLC,Dengue Disease; Dengue Virus,1271,V181 High-Potency Level; V181 Mid-Potency Level; V181 Low-Potency Level,,0.52,-2.23,103.4,103.94,Low,Gainer,Clinical Data,
ENLV,2024-01-12,2024-01-12,NCT04612413,"A Phase 2 Study Evaluating Efficacy, Safety and Tolerability of Different Doses and Regimens of Allocetra-OTS for the Treatment of Organ Failure in Adult Sepsis Patients",PHASE2,Enlivex Therapeutics Ltd.,"Sepsis; Community-acquired Pneumonia; Urinary Tract Infections; Cholecystitis, Acute; Cholangitis Acute; Intraabdominal Infections",148,Allocetra-OTS; Placebo,273.0,-4.97,-5.3,3.02,2.87,Low,Loser,Clinical Data,
ABBV,2025-06-09,2025-06-09,NCT05760313,A Study to Assess Adverse Events and Change in Disease Activity in Pediatric Participants (Age 6 Months to <2 Years) With Functional Constipation Who Are Treated With Linaclotide,PHASE2,AbbVie,Functional Constipation,19,Linaclotide; Placebo,,-0.35,-0.17,185.37,184.71,Low,Loser,Clinical Data,
OCS,2024-09-16,2024-09-16,NCT04762017,OCS-05 in Patients With Optic Neuritis,PHASE2,Oculis,Optic Neuritis,36,OCS-05 +SoC (corticosteroid) IV administration; Placebo + SoC (corticosteroid) IV administration,1700.1,0.25,0.08,11.94,11.97,Low,Gainer,Clinical Data,
SGMO,2025-07-17,2025-07-17,NCT03653247,"A Study to Assess the Safety, Tolerability, and Efficacy of BIVV003 for Autologous Hematopoietic Stem Cell Transplantation in Patients With Severe Sickle Cell Disease",PHASE1/PHASE2,Sangamo Therapeutics,Sickle Cell Disease,7,Plerixafor; Busulfan; BIVV003,160.7,0.0,6.25,0.48,0.48,Low,Loser,Clinical Data,
AMGN,2022-12-20,2022-12-20,NCT04833855,Study to Evaluate Tezepelumab in Adults With Chronic Spontaneous Urticaria,PHASE2,Amgen,Chronic Spontaneous Urticaria,183,Tezepelumab Dose 1; Tezepelumab Dose 2; Omalizumab,,-0.36,0.21,239.75,238.89,Low,Loser,Clinical Data,
PFE,2015-03-01,2015-03-02,NCT01889238,"Safety and Efficacy Study of Enzalutamide in Patients With Advanced, Androgen Receptor-Positive, Triple Negative Breast Cancer",PHASE2,Pfizer,"Advanced, Androgen Receptor Positive Triple Negative Breast Cancer",118,Enzalutamide,,1.31,0.7,20.31,20.58,Low,Gainer,Clinical Data,
MRK,2022-12-15,2022-12-15,NCT04191135,Study of Olaparib Plus Pembrolizumab Versus Chemotherapy Plus Pembrolizumab After Induction With First-Line Chemotherapy Plus Pembrolizumab in Triple Negative Breast Cancer (TNBC) (MK-7339-009/KEYLYNK-009),PHASE2,Merck Sharp & Dohme LLC,Triple Negative Breast Neoplasms,462,Pembrolizumab; Olaparib; Carboplatin,,-1.72,-2.11,101.8,100.05,Low,Loser,Clinical Data,
SNY,2025-06-18,2025-06-18,NCT06073093,A Study to Evaluate SAR441566 Efficacy and Safety in Adults With Rheumatoid Arthritis,PHASE2,Sanofi,Rheumatoid Arthritis,264,SAR441566; Placebo,,-1.24,-0.75,48.22,47.62,Low,Loser,Clinical Data,
VRTX,2025-07-07,2025-07-07,NCT03745287,A Safety and Efficacy Study Evaluating CTX001 in Subjects With Severe Sickle Cell Disease,PHASE2/PHASE3,Vertex Pharmaceuticals Incorporated,Sickle Cell Disease; Hematological Diseases; Hemoglobinopathies,63,CTX001,,-0.05,1.47,459.62,459.41,Low,Loser,Clinical Data,
SUPN,2024-02-29,2024-02-29,NCT05358821,28-Day Study of SAGE-718 on Functioning Capacity in Participants With Huntington's Disease,PHASE2,"Supernus Pharmaceuticals, Inc.",Huntington Disease,69,SAGE-718; Placebo,3144.6,-4.44,-0.23,31.08,29.7,Low,Loser,Clinical Data,
NRC,2024-06-30,2024-07-01,NCT04039087,Sildenafil Exercise: Role of PDE5 Inhibition,PHASE2/PHASE3,National Jewish Health,Cystic Fibrosis,26,Sildenafil 40mg oral capsule; Placebo Oral capsule,303.8,-0.22,-0.26,21.93,21.88,Low,Loser,Clinical Data,
SAVA,2023-11-09,2023-11-09,NCT04388254,"Simufilam (PTI-125), 100 mg, for Mild-to-moderate Alzheimer's Disease Patients",PHASE2,"Cassava Sciences, Inc.",Alzheimer Disease,220,Simufilam 100 mg oral tablet; Placebo,110.1,-4.89,-11.1,22.07,20.99,Low,Loser,Clinical Data,
SNDX,2022-08-12,2022-08-12,NCT03604692,A Phase 1/2 Study to Evaluate Axatilimab in Participants With Active cGVHD,PHASE1/PHASE2,Syndax Pharmaceuticals,Chronic Graft-versus-host-disease,41,axatilimab,1886.9,1.44,4.56,23.66,24.0,Low,Gainer,Clinical Data,
PRAX,2023-02-09,2023-02-09,NCT05021991,A Clinical Trial of 2 Doses of PRAX-944 in Participants With Essential Tremor,PHASE2,Praxis Precision Medicines,Essential Tremor,133,100 mg PRAX-944; 60 mg PRAX-944; Placebo,9341.1,-4.15,-9.22,65.1,62.4,Low,Loser,Clinical Data,
NRC,2018-12-30,2018-12-31,NCT01981551,Phase II Trial of the Gamma-Secretase Inhibitor PF-03084014 in Adults With Desmoid Tumors/Aggressive Fibromatosis,PHASE2,National Cancer Institute (NCI),Desmoid Tumors; Aggressive Fibromatosis,17,PF-03084014,303.8,-1.37,-0.96,33.67,33.21,Low,Loser,Clinical Data,
BBOT,2023-09-07,,NCT04581629,"Safety, Tolerability, and Efficacy of Encaleret in Participants With Autosomal Dominant Hypocalcemia (ADH) Type 1",PHASE2,"Calcilytix Therapeutics, Inc., a BridgeBio company",Autosomal Dominant Hypocalcemia (ADH); Autosomal Dominant Hypocalcemia Type 1 (ADH1),13,Encaleret,802.3,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NRC,2024-03-01,2024-03-01,NCT03330795,Bilateral Orthotopic Lung Transplant - Bone Marrow Transplant,PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Primary Immunodeficiency; PID,5,CD3/CD19 neg allogeneic BMT,303.8,0.6,-0.27,38.21,38.44,Low,Gainer,Clinical Data,
PTGX,2023-02-16,2023-02-16,NCT04504383,PN-943 in Adults With Moderate to Severe Active Ulcerative Colitis (UC),PHASE2,"Protagonist Therapeutics, Inc.",Ulcerative Colitis Chronic Moderate; Ulcerative Colitis Chronic Severe,169,PN-943; Placebo,5756.4,-4.41,-0.92,16.32,15.6,Low,Loser,Clinical Data,
GILD,2023-10-12,2023-10-12,NCT03761056,Study to Evaluate the Efficacy and Safety of Axicabtagene Ciloleucel as First-Line Therapy in Participants With High-Risk Large B-Cell Lymphoma,PHASE2,"Kite, A Gilead Company",B-cell Lymphoma,42,Axicabtagene Ciloleucel; Fludarabine; Cyclophosphamide,,-0.26,0.9,71.28,71.09,Low,Loser,Clinical Data,
MRNA,2024-12-03,2024-12-03,NCT05827926,A Study of mRNA-based Influenza and SARS-CoV-2 (COVID-19) Multi-component Vaccines in Healthy Adults,PHASE1/PHASE2,"ModernaTX, Inc.",SARS-CoV-2; Influenza,1758,Influenza Vaccine 1; mRNA-1083.1; mRNA-1083.2,,-3.8,-5.94,44.26,42.58,Low,Loser,Clinical Data,
MRNA,2025-11-13,2025-11-13,NCT05606965,"A Study to Evaluate the Safety, Reactogenicity, and Immunogenicity of mRNA-1010 in Healthy Adults",PHASE2,"ModernaTX, Inc.",Influenza,172,mRNA-1010; Egg-based Quadrivalent Influenza Vaccine; Adjuvanted Quadrivalent Influenza Vaccine,,-6.55,-7.26,26.71,24.96,Medium,Loser,Clinical Data,
NRC,2025-02-28,2025-02-28,NCT03984578,Window of Opportunity Study in Colorectal Cancer,PHASE2,"National Cancer Centre, Singapore",Colorectal Cancer,33,CAPEOX; Pembrolizumab; Capecitabine/ 5-FU,303.8,0.62,-2.41,14.03,14.11,Low,Gainer,Clinical Data,
PVLA,2023-03-13,2023-03-13,NCT04893486,CODY: A Study Evaluating The Safety And Efficacy Of QTORIN 3.9% Sirolimus Topical Gel For The Prevention Of Basal Cell Carcinomas (BCCs) In Patients With Gorlin Syndrome,PHASE2,"Palvella Therapeutics, Inc.",BCCs in Gorlin Syndrome Patients,73,PTX-022; Vehicle comparator,1598.2,7.69,8.46,104.0,112.0,Medium,Gainer,Clinical Data,
ENTA,2024-06-17,2024-06-17,NCT06170242,A Controlled Phase 2a Study to Evaluate the Efficacy of EDP-323 Against Respiratory Syncytial Virus Infection in a Virus Challenge Model,PHASE2,"Enanta Pharmaceuticals, Inc",RSV Infection,142,EDP-323 Dose Regimen 1; EDP-323 Dose Regimen 2; Placebo,415.0,-6.0,-7.87,12.84,12.07,Medium,Loser,Clinical Data,
BMY,2025-02-19,2025-02-19,NCT03459222,An Investigational Study of Immunotherapy Combinations in Participants With Solid Cancers That Are Advanced or Have Spread,PHASE1/PHASE2,Bristol-Myers Squibb,Advanced Cancer,229,Relatlimab; Nivolumab; BMS-986205,,1.01,2.5,51.81,52.34,Low,Gainer,Clinical Data,
NRC,2025-02-13,2025-02-13,NCT04316559,Biased Opioid Agonists for Treatment of Opioid Withdrawal in OUD,PHASE2,National Institute on Drug Abuse (NIDA),Opioid-Use Disorder,5,Placebo; TRV734,303.8,3.59,2.61,16.69,17.29,Low,Gainer,Clinical Data,
IMMP,2022-06-02,2022-06-02,NCT03625323,"Combination Study With Soluble LAG-3 Fusion Protein Eftilagimod Alpha (IMP321) and Pembrolizumab in Patients With Previously Untreated Unresectable or Metastatic NSCLC, or Recurrent PD-X Refractory NSCLC or With Recurrent or Metastatic HNSCC",PHASE2,Immutep S.A.S.,NSCLC; HNSCC,187,eftilagimod alpha; pembrolizumab (KEYTRUDA®),412.1,2.03,4.39,2.96,3.02,Low,Gainer,Clinical Data,
NRC,2025-02-28,2025-02-28,NCT07039318,"Mesenchymal Stem Cell Therapy in Diabetic Kidney Disease-A Double-blind, Placebo-controlled, Randomized Clinical Trial",PHASE2,"National Institute of Blood and Marrow Transplant (NIBMT), Pakistan",Diabetic Kidney Disease,78,Mesenchymal stem cells; Normal Saline (Placebo),303.8,0.62,-2.41,14.03,14.11,Low,Gainer,Clinical Data,
RZLT,2024-04-11,2024-04-11,NCT05712720,Study to Evaluate the Efficacy and Safety of RZ402 in Diabetic Macular Edema (DME),PHASE2,Rezolute,Diabetic Macular Edema,94,Experimental: Group 1 - 50mg RZ402; Experimental: Group 2 - 200mg RZ402; Experimental: Group 3 - 400mg RZ402,307.2,7.44,11.57,2.42,2.6,Medium,Gainer,Clinical Data,
NRC,2022-06-17,2022-06-17,NCT04977479,The Safety of Administering a Second Dose of a COVID-19 mRNA Vaccine in Individuals Who Experienced a Systemic Allergic Reaction to an Initial Dose,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Systemic Allergic Reaction,20,"Pfizer-BioNTech COVID-19 Vaccine (Comirnaty); Placebo; Pfizer-BioNTech COVID-19 Vaccine, Bivalent",303.8,2.39,3.71,32.09,32.86,Low,Gainer,Clinical Data,
MRK,2023-09-18,2023-09-18,NCT02453594,Study of Pembrolizumab (MK-3475) in Participants With Relapsed or Refractory Classical Hodgkin Lymphoma (MK-3475-087/KEYNOTE-087),PHASE2,Merck Sharp & Dohme LLC,Hodgkin Lymphoma,211,pembrolizumab,,0.28,-0.15,100.15,100.43,Low,Gainer,Clinical Data,
SNY,2025-08-06,2025-08-06,NCT05856331,Study of SAR447537 (INBRX-101) Compared to Plasma-derived A1PI Therapy in Adults With AATD Emphysema,PHASE2,Sanofi,Alpha 1-Antitrypsin Deficiency; Emphysema,99,SAR447537; Zemaira,,-3.47,-0.86,47.84,46.18,Low,Loser,Clinical Data,
BHC,2024-11-25,2024-11-25,NCT03596905,Efficacy and Safety of Plecanatide in Children 6 to <18 Years With Irritable Bowel Syndrome With Constipation (IBS-C),PHASE2,"Bausch Health Americas, Inc.",Irritable Bowel Syndrome With Constipation,218,Plecanatide; Matching placebo,2201.5,-0.25,-1.0,7.97,7.95,Low,Loser,Clinical Data,
NRC,2020-03-31,2020-03-31,NCT02484443,Dinutuximab in Combination With Sargramostim in Treating Patients With Recurrent Osteosarcoma,PHASE2,National Cancer Institute (NCI),Metastatic Malignant Neoplasm in the Lung; Metastatic Osteosarcoma; Recurrent Osteosarcoma,41,Dinutuximab; Laboratory Biomarker Analysis; Pharmacological Study,303.8,1.45,-0.51,39.81,40.39,Low,Gainer,Clinical Data,
NRC,2021-10-06,2021-10-06,NCT01950390,Ipilimumab With or Without Bevacizumab in Treating Patients With Stage III-IV Melanoma That Cannot Be Removed by Surgery,PHASE2,National Cancer Institute (NCI),Stage IIIC Cutaneous Melanoma AJCC v7; Stage IV Cutaneous Melanoma AJCC v6 and v7; Unresectable Melanoma,169,Bevacizumab; Ipilimumab,303.8,-3.05,-1.21,38.42,37.25,Low,Loser,Clinical Data,
NERV,2022-05-18,2022-05-18,NCT04596878,Study of a Group B Streptococcus Vaccine in Pregnant Women Living With HIV and in Pregnant Women Who do Not Have HIV,PHASE2,Minervax ApS,Group B Streptococcal Infection,205,GBS-NN/NN2; Placebo,285.6,0.78,1.03,3.1,3.12,Low,Gainer,Clinical Data,
NRC,2022-06-30,2022-06-30,NCT03220035,"Vemurafenib in Treating Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphoma, or Histiocytic Disorders With BRAF V600 Mutations (A Pediatric MATCH Treatment Trial)",PHASE2,National Cancer Institute (NCI),Advanced Malignant Solid Neoplasm; Ann Arbor Stage III Childhood Non-Hodgkin Lymphoma; Ann Arbor Stage IV Childhood Non-Hodgkin Lymphoma; Ependymoma; Ewing Sarcoma; Hepatoblastoma; Langerhans Cell Histiocytosis; Malignant Germ Cell Tumor; Malignant Glioma; Osteosarcoma; Peripheral Primitive Neuroectodermal Tumor; Recurrent Childhood Central Nervous System Neoplasm; Recurrent Childhood Non-Hodgkin Lymphoma; Recurrent Malignant Solid Neoplasm; Recurrent Neuroblastoma; Refractory Malignant Solid Neoplasm; Refractory Neuroblastoma; Refractory Non-Hodgkin Lymphoma; Refractory Primary Central Nervous System Neoplasm; Rhabdoid Tumor; Rhabdomyosarcoma; Soft Tissue Sarcoma; Wilms Tumor,4,Laboratory Biomarker Analysis; Vemurafenib,303.8,-0.21,1.3,34.85,34.78,Low,Loser,Clinical Data,
NRC,2024-07-01,2024-07-01,NCT04452084,Phase 2 Trial in Multiple Brain Metastases Outcomes With HA-SIB-WBRT,PHASE2,"National Cancer Centre, Singapore",Brain Metastases,42,HA-WBRT; HA-SIB-WBRT,303.8,-0.22,-0.26,21.93,21.88,Low,Loser,Clinical Data,
PHVS,2025-06-30,2025-06-30,NCT05047185,Dose-ranging Study of Oral PHA-022121 for Prophylaxis Against Angioedema Attacks in Patients With Hereditary Angioedema Type I or Type II,PHASE2,Pharvaris Netherlands B.V.,Hereditary Angioedema; Hereditary Angioedema Type I; Hereditary Angioedema Type II; Hereditary Angioedema Types I and II; Hereditary Angioedema Attack; Hereditary Angioedema With C1 Esterase Inhibitor Deficiency; Hereditary Angioedema - Type 1; Hereditary Angioedema - Type 2; C1 Esterase Inhibitor Deficiency; C1 Inhibitor Deficiency,34,Deucrictibant low dose; Deucrictibant high dose; Placebo,1844.2,3.53,1.47,17.0,17.6,Low,Gainer,Clinical Data,
AZN,2024-10-28,2024-10-28,NCT04605549,A Study of CIN-107 in Adults With Primary Aldosteronism,PHASE2,AstraZeneca,Primary Aldosteronism; Hyperaldosteronism,15,CIN-107 2 mg dosing; CIN-107 4 mg dosing; CIN-107 8 mg dosing,,1.28,0.23,145.45,147.31,Low,Gainer,Clinical Data,
LLY,2025-04-01,2025-04-01,NCT06176768,A Study of LY3972406 in Adult Participants With Moderate-to-Severe Plaque Psoriasis,PHASE2,Eli Lilly and Company,Plaque Psoriasis,33,LY3972406; Placebo,,-2.5,-0.93,819.84,799.31,Low,Loser,Clinical Data,
RHHBY,2023-02-14,2023-02-14,NCT03498521,A Phase II Randomized Study Comparing the Efficacy and Safety of Targeted Therapy or Cancer Immunotherapy Versus Platinum-Based Chemotherapy in Patients With Cancer of Unknown Primary Site,PHASE2,Hoffmann-La Roche,Cancer of Unknown Primary Site,529,Alectinib; Vismodegib; Ipatasertib,,-0.29,-0.9,33.97,33.87,Low,Loser,Clinical Data,
MRK,2024-05-28,2024-05-28,NCT05689047,Phase IIa Proof of Concept Study of M5717-Pyronaridine in Adults and Adolescents With Acute Uncomplicated Plasmodium Falciparum Malaria (CAPTURE 1),PHASE2,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Acute Malaria,38,M5717 330 mg; M5717 500 mg; M5717 660 mg,,-2.63,-2.77,122.25,119.04,Low,Loser,Clinical Data,
CNTB,2023-08-05,2023-08-07,NCT04773678,Efficacy and Safety of CBP-201 in Patients With Moderate to Severe Persistent Asthma With Type 2 Inflammation,PHASE2,Connect Biopharm LLC,Moderate to Severe Persistent Asthma,322,CBP-201; Placebo,138.1,-5.58,-0.61,0.99,0.93,Medium,Loser,Clinical Data,
AZN,2015-05-01,2015-05-01,NCT01802632,AZD9291 First Time In Patients Ascending Dose Study,PHASE1/PHASE2,AstraZeneca,Advanced Non Small Cell Lung Cancer; Advanced (Inoperable) Non Small Cell Lung Cancer,603,AZD9291,,-0.88,0.04,49.17,48.74,Low,Loser,Clinical Data,
NVS,2021-03-11,2021-03-11,NCT03491215,"Study of Pharmacokinetics, Activity and Safety of Ruxolitinib in Pediatric Patients With Grade II-IV Acute Graft vs. Host Disease",PHASE1/PHASE2,Novartis Pharmaceuticals,Acute Graft Versus Host Disease,45,Ruxolitinib,,0.65,-0.07,71.94,72.41,Low,Gainer,Clinical Data,
VRTX,2023-08-22,2023-08-22,NCT04235140,Long-term Safety of Lumacaftor/Ivacaftor in Participants With Cystic Fibrosis Who Are Homozygous for F508del and 12 to <24 Months of Age at Treatment Initiation,PHASE3,Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,52,LUM/IVA,,-0.1,-0.04,350.74,350.4,Low,Loser,Clinical Data,
