ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move
GNLX,2023-08-08,133.3,16.65,27.75,98000,11.75,1.42,Gainer,,16.65
RNAC,2024-04-10,197.4,16.65,16.32,133500,15.01,1.11,Gainer,,16.65
CNTB,2025-09-29,138.1,-16.65,1.32,153300,10.48,1.59,Loser,,16.65
BNTC,2023-12-05,373.4,-16.64,2.83,57700,10.93,1.52,Loser,,16.64
TNYA,2023-05-05,121.6,16.64,6.8,4663100,13.38,1.24,Gainer,,16.64
STTK,2023-12-18,248.1,-16.64,5.51,963500,15.09,1.1,Loser,,16.64
LQDA,2025-05-14,2698.6,16.64,18.65,3191500,5.37,3.1,Gainer,,16.64
IMMX,2025-12-04,427.3,16.63,4.84,1232000,9.16,1.81,Gainer,,16.63
CHRS,2025-04-14,249.6,16.63,0.98,4196900,10.1,1.65,Gainer,,16.63
DWTX,2023-05-10,91.4,16.63,28.75,95172,16.24,1.02,Gainer,,16.63
CNTN,2024-05-22,200.4,-16.62,4.89,93987,9.95,1.67,Loser,,16.62
CABA,2025-11-03,319.6,-16.62,3.01,11651000,11.54,1.44,Loser,,16.62
RXRX,2024-02-28,1913.0,-16.62,12.94,13000100,11.58,1.44,Loser,,16.62
ENLV,2023-12-21,273.0,16.62,2.28,128000,8.04,2.07,Gainer,,16.62
IMMX,2025-11-14,427.3,16.62,4.21,1183400,9.91,1.68,Gainer,,16.62
RXRX,2024-09-03,1913.0,-16.62,6.07,13369700,8.38,1.98,Loser,,16.62
CADL,2025-02-20,288.2,16.62,12.21,5068000,6.95,2.39,Gainer,,16.62
NTHI,2025-05-12,245.0,-16.62,6.12,236100,17.55,0.95,Loser,,16.62
IXHL,2024-03-04,50.6,-16.61,137.1,5597,27.66,0.6,Loser,,16.61
DMAC,2025-09-08,414.0,16.61,7.16,2130400,5.84,2.84,Gainer,,16.61
OMER,2024-12-30,854.4,-16.61,9.74,1573800,16.18,1.03,Loser,,16.61
WHWK,2023-05-10,165.4,-16.61,7.08,267400,6.71,2.48,Loser,,16.61
BGM,2024-09-04,222.7,-16.61,6.93,131500,9.96,1.67,Loser,,16.61
IMMX,2023-02-09,427.3,-16.61,2.33,706100,13.0,1.28,Loser,,16.61
SRRK,2025-06-18,4515.9,16.6,36.32,5290700,5.68,2.92,Gainer,,16.6
ESLA,2025-02-18,51.3,16.6,1.44,729600,8.89,1.87,Gainer,,16.6
ANIX,2025-01-21,99.5,16.6,2.81,342900,7.52,2.21,Gainer,,16.6
HUMA,2024-05-13,215.2,16.6,5.48,3869400,6.33,2.62,Gainer,,16.6
CNTX,2025-01-30,206.7,16.59,0.96,178500,10.55,1.57,Gainer,,16.59
ADAG,2025-08-12,139.5,-16.59,1.91,151100,12.42,1.34,Loser,,16.59
CRBP,2023-11-29,150.4,16.59,4.85,27600,12.03,1.38,Gainer,,16.59
NKTX,2023-10-23,191.8,-16.59,1.84,2493400,20.76,0.8,Loser,,16.59
RXRX,2025-05-05,1913.0,-16.58,4.76,34511700,8.65,1.92,Loser,,16.58
TCRX,2023-01-10,60.2,-16.58,1.66,37400,,,Loser,,16.58
APGE,2025-01-10,4782.4,-16.58,41.05,1366000,7.23,2.29,Loser,,16.58
HELP,2025-09-02,366.7,-16.58,6.24,1764300,7.25,2.29,Loser,,16.58
RAPP,2024-12-03,1383.6,-16.58,20.02,165200,9.51,1.74,Loser,,16.58
OMER,2025-05-13,854.4,16.58,4.43,3282700,13.0,1.28,Gainer,,16.58
CABA,2024-05-01,319.6,16.58,12.41,2809300,9.65,1.72,Gainer,,16.58
RAPT,2025-05-12,1679.1,16.58,7.03,138650,10.54,1.57,Gainer,,16.58
OGI,2025-09-29,193.6,16.57,1.97,3621500,4.31,3.84,Gainer,,16.57
AVTX,2023-09-28,324.0,-16.57,33.84,394996,40.48,0.41,Loser,,16.57
CNTN,2025-02-25,200.4,-16.57,1.41,63200,7.04,2.35,Loser,,16.57
UPB,2025-01-13,415.0,-16.57,11.43,204700,16.8,0.99,Loser,,16.57
OKYO,2023-06-06,87.8,-16.57,1.46,437900,15.0,1.1,Loser,,16.57
TNGX,2023-05-25,1500.3,-16.57,2.92,203100,11.82,1.4,Loser,,16.57
WVE,2024-09-09,2587.6,16.57,5.98,1378900,5.55,2.98,Gainer,,16.57
ALDX,2024-03-01,328.5,16.57,4.22,1358400,5.72,2.9,Gainer,,16.57
IMA,2023-01-20,75.1,16.57,48.96,1800,,,Gainer,,16.57
PRLD,2024-05-30,173.5,16.57,3.87,68400,11.43,1.45,Gainer,,16.57
DSGN,2024-03-22,594.7,16.56,3.8,940400,5.96,2.78,Gainer,,16.56
IMNM,2023-01-04,2411.9,16.56,3.8,112300,,,Gainer,,16.56
SLDB,2024-02-14,483.8,16.56,9.15,687000,8.85,1.87,Gainer,,16.56
TENX,2023-05-10,74.9,16.56,30.4,27138,7.46,2.22,Gainer,,16.56
PRTA,2024-09-30,466.7,-16.56,16.73,3093100,7.46,2.22,Loser,,16.56
HRMY,2025-09-24,1643.8,-16.56,26.76,3993400,5.18,3.2,Loser,,16.56
ELTX,2023-06-05,224.2,-16.56,15.14,470000,17.99,0.92,Loser,,16.56
DBVT,2025-12-10,1153.6,16.55,20.0,680100,5.99,2.76,Gainer,,16.55
ACET,2024-05-06,69.6,16.55,27.04,193731,10.99,1.51,Gainer,,16.55
QTTB,2025-07-17,56.1,-16.55,2.32,1533800,19.77,0.84,Loser,,16.55
OLMA,2023-10-16,1939.9,-16.55,10.54,515600,9.97,1.66,Loser,,16.55
QTTB,2025-04-09,56.1,16.55,1.69,143600,12.76,1.3,Gainer,,16.55
KRRO,2024-06-17,114.2,-16.54,34.72,99800,11.05,1.5,Loser,,16.54
ABOS,2025-09-25,190.2,16.54,1.48,1284100,6.75,2.45,Gainer,,16.54
CRBP,2023-11-15,150.4,16.54,4.51,44900,13.87,1.19,Gainer,,16.54
HURA,2024-05-30,94.3,16.54,11.1,2247117,13.65,1.21,Gainer,,16.54
ADAG,2024-06-20,139.5,16.54,3.1,100700,6.96,2.38,Gainer,,16.54
MCRB,2024-07-17,79.1,16.54,29.6,591650,8.45,1.96,Gainer,,16.54
FATE,2025-10-06,170.7,16.53,1.41,6315000,7.75,2.13,Gainer,,16.53
DERM,2023-05-18,271.7,-16.53,1.03,64400,17.29,0.96,Loser,,16.53
SAVA,2025-01-02,110.1,16.53,2.75,6503200,8.39,1.97,Gainer,,16.53
TXG,2024-07-18,2944.7,-16.53,16.56,2944400,7.95,2.08,Loser,,16.53
TNGX,2025-04-09,1500.3,16.53,1.41,1333200,12.0,1.38,Gainer,,16.53
KRRO,2023-01-10,114.2,16.52,194.0,15516,,,Gainer,,16.52
SPRB,2023-11-16,58.8,16.52,7537.5,20,7.67,2.16,Gainer,,16.52
CRBP,2024-02-21,150.4,16.52,27.15,816300,9.91,1.67,Gainer,,16.52
ESLA,2025-10-01,51.3,16.52,1.34,968400,7.68,2.15,Gainer,,16.52
PTCT,2024-10-08,5474.9,16.52,40.77,2188400,4.31,3.83,Gainer,,16.52
NAMS,2023-06-07,4077.0,-16.52,11.5,792200,9.16,1.8,Loser,,16.52
BDTX,2025-01-22,140.7,16.52,2.61,1448700,8.31,1.99,Gainer,,16.52
TENX,2023-02-14,74.9,-16.51,72.8,19936,42.82,0.39,Loser,,16.51
ONMD,2025-11-03,52.2,-16.51,1.77,840100,17.43,0.95,Loser,,16.51
PMN,2024-10-31,50.6,16.51,31.75,34024,9.84,1.68,Gainer,,16.51
KROS,2025-01-15,432.3,-16.51,10.42,13601200,10.12,1.63,Loser,,16.51
CRDF,2024-11-04,130.7,16.51,3.74,1782900,7.28,2.27,Gainer,,16.51
PHVS,2023-01-11,1844.2,-16.51,8.75,153500,,,Loser,,16.51
LPCN,2025-12-17,55.3,16.51,3.67,264700,5.31,3.11,Gainer,,16.51
NRXS,2023-08-22,63.9,16.5,6.0,52500,,,Gainer,,16.5
PEPG,2023-11-20,427.6,16.5,4.66,54500,9.66,1.71,Gainer,,16.5
GLTO,2025-09-09,1781.9,-16.5,2.58,359400,6.29,2.63,Loser,,16.5
IKT,2025-02-24,248.6,-16.5,2.48,247700,11.19,1.47,Loser,,16.5
ENLV,2025-02-28,273.0,16.5,1.2,431900,6.4,2.58,Gainer,,16.5
DAWN,2025-02-26,1088.4,-16.5,9.87,3343100,6.42,2.57,Loser,,16.5
QTI,2024-08-05,71.6,-16.5,7.36,6500,13.79,1.2,Loser,,16.5
CRVS,2024-07-16,1529.6,16.5,2.33,331800,5.59,2.95,Gainer,,16.5
BMEA,2025-05-06,96.9,-16.5,1.67,1432900,13.62,1.21,Loser,,16.5
DNTH,2024-03-13,2385.5,16.5,29.3,324800,5.65,2.92,Gainer,,16.5
NEOG,2025-10-09,2442.8,16.49,6.78,12464400,5.6,2.94,Gainer,,16.49
SPRB,2025-12-09,58.8,16.49,95.15,144000,13.84,1.19,Gainer,,16.49
LNTH,2025-02-26,5093.4,16.49,93.25,2650200,5.16,3.19,Gainer,,16.49
ESLA,2024-10-08,51.3,-16.49,0.93,157400,23.32,0.71,Loser,,16.49
QTI,2024-09-27,71.6,16.49,11.23,17240,10.33,1.6,Gainer,,16.49
COEP,2025-04-28,69.3,16.49,8.97,197100,11.68,1.41,Gainer,,16.49
BMEA,2024-12-18,96.9,-16.49,3.88,2545600,14.78,1.12,Loser,,16.49
LCTX,2023-12-18,442.2,16.48,1.06,1002400,6.94,2.37,Gainer,,16.48
CABA,2023-03-31,319.6,16.48,8.27,700300,9.45,1.74,Gainer,,16.48
EDIT,2025-03-05,214.8,16.48,2.05,9165600,21.81,0.76,Gainer,,16.48
NRC,2024-05-08,303.8,-16.47,28.29,135000,4.39,3.75,Loser,,16.47
SPRO,2025-02-05,122.3,16.47,0.88,1489700,7.82,2.11,Gainer,,16.47
BEAM,2024-01-29,2888.0,16.47,28.29,2134400,5.59,2.94,Gainer,,16.47
TENX,2023-01-24,74.9,-16.47,172.0,3213,18.63,0.88,Loser,,16.47
KOD,2025-08-14,1636.1,16.47,10.04,1261400,8.22,2.0,Gainer,,16.47
HYFT,2024-03-07,52.8,16.46,1.84,26726700,11.77,1.4,Gainer,,16.46
ONCY,2025-07-03,121.6,16.46,0.92,1535700,9.78,1.68,Gainer,,16.46
CRBP,2024-03-12,150.4,16.46,44.58,596000,11.53,1.43,Gainer,,16.46
PRME,2025-09-16,834.0,16.46,4.67,5131100,6.71,2.45,Gainer,,16.46
QTI,2025-01-28,71.6,-16.46,4.95,102167,22.9,0.72,Loser,,16.46
IMRX,2025-09-29,322.2,-16.46,6.75,6085200,16.78,0.98,Loser,,16.46
ADCT,2024-07-01,507.9,16.46,3.68,1368000,8.68,1.89,Gainer,,16.46
COEP,2023-02-08,69.3,16.45,32.84,36365,11.78,1.4,Gainer,,16.45
ONMD,2025-03-06,52.2,-16.45,0.63,113700,12.87,1.28,Loser,,16.45
TKNO,2024-10-18,138.1,16.45,7.29,376000,7.57,2.17,Gainer,,16.45
CNMD,2025-05-01,1424.5,16.45,56.77,1406300,4.68,3.51,Gainer,,16.45
RXRX,2025-10-08,1913.0,16.44,6.09,94203500,6.31,2.6,Gainer,,16.44
PRLD,2025-12-09,173.5,16.44,1.7,631200,9.97,1.65,Gainer,,16.44
SION,2025-04-02,1630.7,16.44,11.83,292800,13.47,1.22,Gainer,,16.44
CRMD,2025-06-27,561.8,-16.44,12.5,9896100,8.87,1.85,Loser,,16.44
TLSA,2023-05-30,184.5,16.44,0.85,143900,6.05,2.72,Gainer,,16.44
COEP,2025-02-20,69.3,-16.44,11.03,151500,15.67,1.05,Loser,,16.44
HYFT,2023-12-28,52.8,16.44,1.7,96400,8.68,1.89,Gainer,,16.44
BDTX,2023-07-24,140.7,-16.44,3.76,1634800,10.61,1.55,Loser,,16.44
COYA,2024-10-22,103.8,16.44,9.63,133000,6.4,2.57,Gainer,,16.44
MAIA,2023-04-21,83.7,-16.43,2.95,271900,13.1,1.25,Loser,,16.43
SCLX,2025-10-27,57.7,16.43,18.99,354000,8.55,1.92,Gainer,,16.43
ERAS,2025-04-11,4229.0,16.43,1.24,1710000,14.18,1.16,Gainer,,16.43
ANL,2024-04-19,290.0,16.43,12.4,15900,14.66,1.12,Gainer,,16.43
PTHS,2025-07-14,85.3,16.43,21.33,60600,34.58,0.48,Gainer,,16.43
EYPT,2024-04-18,1453.7,-16.43,17.5,4142200,8.13,2.02,Loser,,16.43
OSTX,2025-04-10,51.8,-16.42,1.12,352400,15.94,1.03,Loser,,16.42
IBIO,2023-08-07,97.4,-16.42,11.2,64830,9.44,1.74,Loser,,16.42
BGM,2023-02-06,222.7,-16.42,6.84,4000,14.02,1.17,Loser,,16.42
INKT,2024-04-05,51.4,16.42,15.6,152950,7.28,2.26,Gainer,,16.42
LNTH,2024-07-11,5093.4,16.42,123.62,6044800,4.7,3.5,Gainer,,16.42
IBRX,2025-02-19,9633.0,16.42,3.9,18618500,8.27,1.99,Gainer,,16.42
MLYS,2024-02-01,2315.6,16.41,12.7,507700,6.16,2.66,Gainer,,16.41
CRBP,2024-09-25,150.4,16.41,21.35,2743200,28.17,0.58,Gainer,,16.41
CYTK,2024-01-11,7607.3,-16.41,84.95,24190600,13.65,1.2,Loser,,16.41
GRAL,2025-04-09,2075.0,16.41,24.9,1943500,13.31,1.23,Gainer,,16.41
IMNM,2025-10-06,2411.9,16.4,14.41,2757700,6.99,2.35,Gainer,,16.4
KYTX,2024-11-25,489.4,16.4,5.11,511300,8.33,1.97,Gainer,,16.4
OCUL,2023-01-06,1946.2,16.4,3.69,1325400,,,Gainer,,16.4
IMA,2023-05-05,75.1,16.4,87.72,15783,5.99,2.74,Gainer,,16.4
CDNA,2024-08-16,998.5,16.4,33.0,2551100,7.7,2.13,Gainer,,16.4
ABSI,2025-02-14,412.0,16.4,5.82,9911300,8.24,1.99,Gainer,,16.4
MIST,2025-03-19,145.6,-16.39,1.99,4439100,11.92,1.37,Loser,,16.39
FBIO,2024-11-29,106.1,16.39,2.13,1213100,5.77,2.84,Gainer,,16.39
GRCE,2023-01-06,66.4,16.39,4.26,97567,,,Gainer,,16.39
IMUX,2023-11-09,122.7,-16.39,1.02,1028700,10.11,1.62,Loser,,16.39
VRDN,2023-07-11,2804.1,-16.39,20.5,4736900,7.5,2.18,Loser,,16.39
IRD,2024-03-08,286.9,-16.39,1.99,819500,7.04,2.33,Loser,,16.39
SRZN,2025-01-06,238.3,-16.39,14.23,197900,13.38,1.22,Loser,,16.39
DNA,2025-02-06,409.0,-16.38,13.68,3918600,12.43,1.32,Loser,,16.38
INBX,2025-10-28,1078.1,16.38,68.49,817200,9.13,1.79,Gainer,,16.38
IKT,2024-07-08,248.6,16.38,1.35,41100,11.96,1.37,Gainer,,16.38
OCUL,2023-06-14,1946.2,-16.38,5.31,5515300,10.43,1.57,Loser,,16.38
DRUG,2023-07-20,820.4,-16.38,3.37,166000,13.27,1.23,Loser,,16.38
PTGX,2023-04-05,5756.4,-16.38,18.02,5424500,7.63,2.15,Loser,,16.38
ONMD,2025-01-21,52.2,16.38,1.35,191300,9.89,1.66,Gainer,,16.38
SLS,2023-10-31,839.5,-16.38,0.97,1072200,12.89,1.27,Loser,,16.38
RGEN,2024-07-30,7250.8,16.37,160.59,2384900,5.73,2.86,Gainer,,16.37
SAVA,2025-10-08,110.1,16.37,3.98,4522500,10.07,1.63,Gainer,,16.37
STRO,2024-12-10,335.5,-16.37,23.5,363090,8.66,1.89,Loser,,16.37
HUMA,2024-08-12,215.2,-16.37,6.61,6823100,13.63,1.2,Loser,,16.37
IBIO,2023-11-30,97.4,-16.37,3.27,101400,16.71,0.98,Loser,,16.37
DYN,2024-11-13,2571.9,16.37,34.13,2236200,5.4,3.03,Gainer,,16.37
STTK,2025-10-10,248.1,-16.36,1.84,616700,12.99,1.26,Loser,,16.36
QTI,2024-11-15,71.6,16.36,8.53,83767,16.39,1.0,Gainer,,16.36
AMRN,2025-01-23,286.9,16.36,12.8,157875,6.36,2.57,Gainer,,16.36
SGMO,2025-11-06,160.7,-16.36,0.46,12077700,11.02,1.48,Loser,,16.36
TRVI,2023-01-19,1528.5,-16.36,2.25,63100,,,Loser,,16.36
VTYX,2025-01-03,1002.3,16.36,2.49,2967900,7.46,2.19,Gainer,,16.36
RXRX,2023-07-19,1913.0,16.36,15.86,25164900,10.08,1.62,Gainer,,16.36
PYPD,2024-01-05,77.4,16.36,7.74,52000,9.41,1.74,Gainer,,16.36
KALA,2025-06-03,346.3,16.36,4.09,123600,8.87,1.84,Gainer,,16.36
CNTN,2025-09-04,200.4,-16.35,3.99,1608300,37.52,0.44,Loser,,16.35
CMPS,2024-04-01,783.3,16.35,9.68,1116100,6.82,2.4,Gainer,,16.35
PROK,2025-07-09,673.9,16.35,4.34,210543100,15.17,1.08,Gainer,,16.35
CRVS,2025-06-24,1529.6,16.35,4.34,1001400,7.53,2.17,Gainer,,16.35
HUMA,2024-10-17,215.2,-16.35,4.86,10507700,10.16,1.61,Loser,,16.35
RCUS,2025-02-18,2520.4,-16.34,10.96,4657800,6.97,2.34,Loser,,16.34
TARA,2023-12-15,340.8,16.34,1.78,162800,9.32,1.75,Gainer,,16.34
BDTX,2024-03-21,140.7,16.34,5.41,1108000,6.81,2.4,Gainer,,16.34
MRUS,2024-01-08,6826.2,16.34,33.18,1834556,4.73,3.45,Gainer,,16.34
SOPH,2023-10-11,305.3,16.34,2.99,24700,7.95,2.05,Gainer,,16.34
RZLT,2024-05-24,307.2,16.34,3.56,923900,10.22,1.6,Gainer,,16.34
CRVS,2024-08-01,1529.6,16.34,2.99,724500,7.76,2.11,Gainer,,16.34
INDV,2024-11-07,4090.8,16.34,10.82,2711400,4.24,3.85,Gainer,,16.34
BMEA,2024-04-02,96.9,-16.34,12.8,2812800,11.59,1.41,Loser,,16.34
TCRX,2023-02-10,60.2,16.34,2.35,167600,7.74,2.11,Gainer,,16.34
AARD,2025-03-06,271.9,-16.34,9.52,178000,24.7,0.66,Loser,,16.34
VTVT,2023-03-06,150.3,16.34,37.6,61833,6.71,2.43,Gainer,,16.34
EQ,2025-03-28,110.8,-16.33,0.41,457500,20.21,0.81,Loser,,16.33
ESLA,2025-11-12,51.3,-16.33,2.1,624900,21.05,0.78,Loser,,16.33
ATHE,2024-04-16,62.4,-16.33,2.05,370000,14.91,1.09,Loser,,16.33
EQ,2025-08-15,110.8,16.33,1.14,5575100,22.49,0.73,Gainer,,16.33
ALKS,2024-02-15,4970.0,16.33,32.56,5469800,3.25,5.02,Gainer,,16.33
ETON,2024-10-03,455.6,16.33,6.91,728800,5.85,2.79,Gainer,,16.33
NAUT,2025-11-18,305.7,16.32,2.21,797900,10.03,1.63,Gainer,,16.32
EDIT,2023-06-15,214.8,-16.32,9.28,8027400,9.62,1.7,Loser,,16.32
ADPT,2025-01-03,2463.5,16.32,7.2,1080900,6.83,2.39,Gainer,,16.32
SGMT,2025-06-06,185.7,16.32,5.56,3137400,8.24,1.98,Gainer,,16.32
HURA,2025-01-10,94.3,16.31,4.85,847700,11.57,1.41,Gainer,,16.31
ARQT,2023-07-17,3303.6,16.31,10.98,1673600,6.63,2.46,Gainer,,16.31
PVLA,2025-04-07,1598.2,-16.31,20.07,109300,13.3,1.23,Loser,,16.31
AMLX,2025-04-22,1666.0,16.31,4.92,1938100,7.54,2.16,Gainer,,16.31
STTK,2025-04-02,248.1,16.31,0.98,87600,10.34,1.58,Gainer,,16.31
CRSP,2023-04-13,5772.6,16.31,50.56,4384800,4.46,3.66,Gainer,,16.31
ANVS,2023-03-23,71.0,16.31,18.47,122300,6.34,2.57,Gainer,,16.31
ASMB,2024-09-23,472.0,-16.31,16.26,94700,8.4,1.94,Loser,,16.31
ADMA,2024-10-10,3715.5,-16.31,17.01,22151000,5.88,2.77,Loser,,16.31
CRNX,2025-01-10,4213.2,-16.31,40.59,3030900,5.81,2.81,Loser,,16.31
PEPG,2023-08-29,427.6,16.3,6.35,15300,10.09,1.62,Gainer,,16.3
SCLX,2023-08-16,57.7,16.3,138.6,17129,13.94,1.17,Gainer,,16.3
MENS,2025-09-29,162.7,-16.3,50.0,576800,17.36,0.94,Loser,,16.3
AGEN,2025-04-28,120.4,16.3,3.14,1371400,11.01,1.48,Gainer,,16.3
RPID,2024-10-28,191.9,16.3,1.07,488100,4.31,3.79,Gainer,,16.3
KALV,2025-11-12,822.9,16.3,13.34,2724300,4.7,3.47,Gainer,,16.3
RAPT,2025-06-25,1679.1,16.3,9.56,169200,8.96,1.82,Gainer,,16.3
LXRX,2025-07-09,614.3,16.3,1.07,7814000,8.28,1.97,Gainer,,16.3
CORT,2025-10-10,3797.6,-16.3,73.96,2281900,4.92,3.31,Loser,,16.3
VANI,2023-06-13,99.9,16.3,1.57,98300,6.16,2.65,Gainer,,16.3
SCLX,2024-12-10,57.7,-16.3,20.12,137057,14.53,1.12,Loser,,16.3
ANL,2024-04-22,290.0,16.29,14.42,35500,13.95,1.17,Gainer,,16.29
VTYX,2024-02-23,1002.3,16.29,6.71,14376500,10.26,1.59,Gainer,,16.29
CPIX,2025-02-07,73.6,-16.29,4.47,1128800,13.15,1.24,Loser,,16.29
ENGN,2024-05-31,677.2,-16.29,8.79,127500,11.14,1.46,Loser,,16.29
COYA,2025-04-22,103.8,16.29,6.64,163700,9.31,1.75,Gainer,,16.29
NRIX,2023-11-03,1642.4,16.29,6.46,650300,8.29,1.96,Gainer,,16.29
KZIA,2024-04-11,95.8,-16.28,18.0,10020,14.48,1.12,Loser,,16.28
CNTB,2025-07-21,138.1,16.28,2.0,366100,9.93,1.64,Gainer,,16.28
STTK,2025-08-15,248.1,16.28,1.0,1774700,11.34,1.44,Gainer,,16.28
HURA,2024-10-18,94.3,-16.28,6.3,216200,14.65,1.11,Loser,,16.28
TERN,2023-12-04,4581.3,16.28,6.07,2117000,7.8,2.09,Gainer,,16.28
ESLA,2025-10-13,51.3,16.28,1.5,313200,10.63,1.53,Gainer,,16.28
IFRX,2025-05-29,62.3,16.28,0.85,2698500,26.36,0.62,Gainer,,16.28
IXHL,2023-10-27,50.6,16.28,120.0,149,6.3,2.58,Gainer,,16.28
ONMD,2025-06-09,52.2,16.28,0.45,125600,10.43,1.56,Gainer,,16.28
AVTX,2023-12-21,324.0,16.28,12.0,177663,27.57,0.59,Gainer,,16.28
GYRE,2024-01-23,793.8,-16.27,16.16,137200,16.02,1.02,Loser,,16.27
GANX,2024-06-11,100.4,16.27,2.43,137800,10.81,1.51,Gainer,,16.27
GOSS,2023-12-18,98.3,-16.27,0.85,4143500,12.21,1.33,Loser,,16.27
IVVD,2024-02-12,476.6,-16.27,4.17,2109000,10.09,1.61,Loser,,16.27
VCEL,2023-01-10,1804.5,16.27,27.73,1264900,,,Gainer,,16.27
KRRO,2025-05-06,114.2,-16.27,14.8,116300,15.84,1.03,Loser,,16.27
RGNX,2025-10-08,457.6,16.27,12.22,973100,5.17,3.15,Gainer,,16.27
MAIA,2024-06-07,83.7,16.27,3.86,1574700,17.15,0.95,Gainer,,16.27
TWST,2025-10-20,2876.7,16.26,32.74,2960800,8.09,2.01,Gainer,,16.26
IVVD,2025-09-12,476.6,16.26,1.43,10288000,14.42,1.13,Gainer,,16.26
CCCC,2025-08-18,261.7,16.26,2.86,3550600,10.19,1.6,Gainer,,16.26
TNGX,2023-08-10,1500.3,-16.26,6.54,5196900,11.51,1.41,Loser,,16.26
IMMX,2023-06-15,427.3,16.26,2.36,271200,7.07,2.3,Gainer,,16.26
IKT,2024-11-13,248.6,-16.26,2.42,378100,14.42,1.13,Loser,,16.26
ANIX,2024-07-15,99.5,16.25,3.22,235700,5.52,2.94,Gainer,,16.25
TGTX,2024-05-01,4777.1,16.25,15.88,18588100,5.83,2.79,Gainer,,16.25
APLS,2023-04-03,2679.3,16.25,76.68,5403600,3.86,4.21,Gainer,,16.25
TLSA,2023-04-05,184.5,16.25,0.93,228800,17.74,0.92,Gainer,,16.25
ONMD,2024-06-06,52.2,16.25,1.86,9408100,29.64,0.55,Gainer,,16.25
RLMD,2024-09-09,334.4,16.25,2.79,294200,8.55,1.9,Gainer,,16.25
KYTX,2025-10-24,489.4,16.25,7.44,897800,10.8,1.51,Gainer,,16.25
PRME,2023-12-13,834.0,16.25,8.8,724000,7.08,2.29,Gainer,,16.25
MOLN,2025-11-06,187.8,16.24,4.68,5600,5.69,2.85,Gainer,,16.24
DWTX,2024-12-23,91.4,16.24,2.72,84000,10.04,1.62,Gainer,,16.24
IKT,2023-09-05,248.6,16.24,2.29,34100,10.51,1.54,Gainer,,16.24
ALXO,2023-10-10,276.8,16.24,9.52,2937600,10.81,1.5,Gainer,,16.24
DTIL,2023-01-04,101.1,16.24,40.8,46570,,,Gainer,,16.24
DWTX,2024-02-23,91.4,-16.24,8.25,17476,13.48,1.2,Loser,,16.24
BCYC,2025-04-22,397.5,16.24,8.73,809900,7.72,2.1,Gainer,,16.24
MBOT,2025-01-15,161.9,16.23,1.79,4705300,24.86,0.65,Gainer,,16.23
GLUE,2024-07-16,1353.3,16.23,4.87,423700,9.4,1.73,Gainer,,16.23
ALXO,2024-12-17,276.8,16.23,1.79,1736600,10.34,1.57,Gainer,,16.23
ANL,2024-12-31,290.0,16.23,2.68,28000,6.85,2.37,Gainer,,16.23
CLLS,2025-08-05,390.3,-16.23,2.53,340500,14.36,1.13,Loser,,16.23
STRO,2024-11-15,335.5,-16.23,28.9,154680,12.88,1.26,Loser,,16.23
XOMA,2023-12-19,316.1,16.23,18.48,98000,5.54,2.93,Gainer,,16.23
MOLN,2024-06-12,187.8,16.23,5.8,38000,6.76,2.4,Gainer,,16.23
CADL,2023-12-12,288.2,16.23,1.01,29033200,14.93,1.09,Gainer,,16.23
SABS,2024-11-15,195.2,-16.22,3.1,84900,15.46,1.05,Loser,,16.22
AMRN,2023-01-10,286.9,16.22,34.4,514595,,,Gainer,,16.22
TKNO,2023-10-25,138.1,-16.22,1.86,31200,12.84,1.26,Loser,,16.22
ELTX,2025-12-02,224.2,-16.22,7.54,247300,7.69,2.11,Loser,,16.22
TECH,2024-05-01,9230.7,16.22,72.72,3117200,3.65,4.45,Gainer,,16.22
ALEC,2023-11-13,265.2,-16.22,3.77,1273000,11.5,1.41,Loser,,16.22
CNTX,2023-09-27,206.7,16.22,1.29,169400,11.52,1.41,Gainer,,16.22
CADL,2025-07-09,288.2,16.22,6.09,3078700,5.62,2.89,Gainer,,16.22
ADAG,2024-12-11,139.5,-16.21,2.12,176300,14.4,1.13,Loser,,16.21
PHVS,2024-08-13,1844.2,16.21,18.28,138900,6.46,2.51,Gainer,,16.21
PTHS,2024-07-23,85.3,16.2,12.55,17180,11.25,1.44,Gainer,,16.2
GALT,2025-09-15,192.1,-16.2,4.5,972500,10.14,1.6,Loser,,16.2
INKT,2025-08-12,51.4,16.2,14.2,156100,12.05,1.35,Gainer,,16.2
LAB,2024-08-02,434.6,16.2,1.65,6226500,12.9,1.26,Gainer,,16.2
STTK,2023-06-20,248.1,16.19,3.66,162100,7.04,2.3,Gainer,,16.19
OLMA,2025-08-12,1939.9,16.19,5.31,1399200,6.93,2.34,Gainer,,16.19
PRLD,2025-01-21,173.5,16.19,1.22,901000,10.87,1.49,Gainer,,16.19
ATHE,2024-02-23,62.4,-16.18,1.71,130700,9.61,1.68,Loser,,16.18
FATE,2024-12-10,170.7,-16.18,2.28,4121300,17.07,0.95,Loser,,16.18
IMUX,2023-07-28,122.7,16.18,2.37,648400,9.03,1.79,Gainer,,16.18
SRPT,2025-07-28,1756.2,16.18,13.86,25564800,17.05,0.95,Gainer,,16.18
CMPX,2024-08-30,1004.9,16.18,1.58,1007900,6.13,2.64,Gainer,,16.18
